"analysis","scaling"
"allwalls",0.269911669483119
"allwalls",0.308500505758571
"allwalls",0.340616426209929
"allwalls",0.368725888340086
"allwalls",0.342825532811142
"allwalls",0.370182709614144
"allwalls",0.346798161909713
"allwalls",0.36744850475713
"allwalls",0.300994929675835
"allwalls",0.282397038105305
"allwalls",0.329032344107107
"allwalls",0.237841182981101
"allwalls",0.260381008009786
"allwalls",0.247592126358085
"allwalls",0.227474645232924
"allwalls",0.212648331949123
"allwalls",0.264977062078176
"allwalls",0.208624443347618
"allwalls",0.205232548091218
"allwalls",0.228697238759718
"allwalls",0.266962159611666
"allwalls",0.292934674958334
"allwalls",0.263153660747722
"allwalls",0.244542263886319
"allwalls",0.264024961332051
"allwalls",0.310314543446096
"allwalls",0.372213848672315
"allwalls",0.267996234044625
"allwalls",0.306261712373857
"allwalls",0.256722522499476
"allwalls",0.333994001281279
"allwalls",0.327032114672938
"allwalls",0.258253542898501
"allwalls",0.275484457144468
"allwalls",0.368017859714543
"allwalls",0.424481091892498
"allwalls",0.463115942339999
"allwalls",0.324651410053651
"allwalls",0.305115737135345
"allwalls",0.368218733424347
"allwalls",0.353813671274682
"allwalls",0.33443637091519
"allwalls",0.337358870930847
"allwalls",0.334427844409878
"allwalls",0.325789729194371
"allwalls",0.281816115909281
"allwalls",0.266495526159712
"allwalls",0.220143749579702
"allwalls",0.240565625928477
"allwalls",0.290365555183768
"allwalls",0.311895778985151
"allwalls",0.405540803731227
"allwalls",0.325891620796729
"allwalls",0.376961550267875
"allwalls",0.343541549124648
"allwalls",0.337940614286355
"allwalls",0.36463914190347
"allwalls",0.333248525975401
"allwalls",0.300371744701207
"allwalls",0.299818794211851
"allwalls",0.282984973445411
"allwalls",0.342448288772136
"allwalls",0.30209428255913
"allwalls",0.38230211857559
"allwalls",0.308050063930654
"allwalls",0.303137694161749
"allwalls",0.291384502507729
"allwalls",0.317409456931809
"allwalls",0.223956108190146
"allwalls",0.217037264859523
"allwalls",0.27689229466313
"allwalls",0.303871983834819
"allwalls",0.257009402252885
"allwalls",0.230539853107884
"allwalls",0.185867669337518
"allwalls",0.25160606244714
"allwalls",0.213683648136457
"allwalls",0.18027664310413
"allwalls",0.225068597597659
"allwalls",0.230635013527075
"allwalls",0.216364005357385
"allwalls",0.253611409678739
"allwalls",0.240335304901589
"allwalls",0.240849263921485
"allwalls",0.266340801692258
"allwalls",0.302591419666997
"allwalls",0.322448011291993
"allwalls",0.303284472945146
"allwalls",0.316751557240918
"allwalls",0.331013307748977
"allwalls",0.239795585272207
"allwalls",0.372890063730179
"allwalls",0.272579273406919
"allwalls",0.300719460271408
"allwalls",0.302891699493646
"allwalls",0.288143770927291
"allwalls",0.290661527529726
"allwalls",0.35053133467422
"allwalls",0.346493010162829
"allwalls",0.373350099084105
"allwalls",0.323127474798069
"allwalls",0.270724670963249
"allwalls",0.338417219879194
"allwalls",0.32694171320457
"allwalls",0.320235421747189
"allwalls",0.315685457358663
"allwalls",0.284589200193935
"allwalls",0.336443968034038
"allwalls",0.267449339225057
"allwalls",0.262548332977532
"allwalls",0.255457323970457
"allwalls",0.228492401215866
"allwalls",0.230619744874131
"allwalls",0.277764511661035
"allwalls",0.264859710024209
"allwalls",0.308811038984341
"allwalls",0.269971628595024
"allwalls",0.29446290654131
"allwalls",0.293858388563567
"allwalls",0.326789993959128
"allwalls",0.307490395375641
"allwalls",0.320795090339095
"allwalls",0.28623956939788
"allwalls",0.294405685440696
"allwalls",0.301210105134568
"allwalls",0.288624152461745
"allwalls",0.300786527115104
"allwalls",0.329004873176548
"allwalls",0.394030466387224
"allwalls",0.34901759472397
"allwalls",0.279625265353262
"allwalls",0.32703137719667
"allwalls",0.316469456867212
"allwalls",0.28061820900424
"allwalls",0.336188280270774
"allwalls",0.293787526925137
"allwalls",0.311509364591366
"allwalls",0.330060415642039
"allwalls",0.275238407440828
"allwalls",0.378323557593781
"allwalls",0.34477233893968
"allwalls",0.399612283815709
"allwalls",0.382025576487934
"allwalls",0.34188148063023
"allwalls",0.31305123798939
"allwalls",0.272606498278659
"allwalls",0.325150285569467
"allwalls",0.383745803575431
"allwalls",0.29902807753854
"allwalls",0.272448167152157
"allwalls",0.277378361660784
"allwalls",0.345381675385912
"allwalls",0.283103882494391
"allwalls",0.271418827529203
"allwalls",0.22341964499809
"allwalls",0.235857322263937
"allwalls",0.36461164560343
"allwalls",0.263638837959005
"allwalls",0.266735034717418
"allwalls",0.263743365596973
"allwalls",0.233261165188771
"allwalls",0.292771984476223
"allwalls",0.330348591616045
"allwalls",0.317010051964678
"allwalls",0.325306064870547
"allwalls",0.326186739005496
"allwalls",0.389479194053742
"allwalls",0.383677542401534
"allwalls",0.409374356932538
"allwalls",0.349796113182281
"allwalls",0.301125639149467
"allwalls",0.344076943306988
"allwalls",0.339825030318797
"allwalls",0.327539223047382
"allwalls",0.321301307148427
"allwalls",0.365421225238155
"allwalls",0.408031412991681
"allwalls",0.409314659292298
"allwalls",0.294410793574399
"allwalls",0.285359850724521
"allwalls",0.298937005295619
"allwalls",0.38200874924003
"allwalls",0.293927154902124
"allwalls",0.241084126511954
"allwalls",0.266837350717385
"allwalls",0.261301993158054
"allwalls",0.259934572851003
"allwalls",0.254723117487808
"allwalls",0.206567005477033
"allwalls",0.247631567355113
"allwalls",0.242726970023685
"allwalls",0.271116989175902
"allwalls",0.279999426719786
"allwalls",0.315865416857714
"allwalls",0.266556797045568
"allwalls",0.33301992626132
"allwalls",0.324371768957014
"allwalls",0.309373111491433
"allwalls",0.29181910171592
"allwalls",0.327981654033101
"allwalls",0.287141889174034
"allwalls",0.42792659258214
"allwalls",0.398232877493694
"allwalls",0.398825730619428
"allwalls",0.378148765534573
"allwalls",0.376910313952238
"allwalls",0.365943619706071
"allwalls",0.343506631541878
"allwalls",0.353723199265183
"allwalls",0.323504901769401
"allwalls",0.254783850059752
"allwalls",0.308438424654352
"allwalls",0.302697048731294
"allwalls",0.273918708929565
"allwalls",0.300064449665042
"allwalls",0.322305364281988
"allwalls",0.214670479373713
"allwalls",0.256265587185952
"allwalls",0.291099819238464
"allwalls",0.342108491904125
"allwalls",0.261803465142014
"allwalls",0.280557270102262
"allwalls",0.278833262739195
"allwalls",0.301643016773135
"allwalls",0.357152841217841
"allwalls",0.293178140074551
"allwalls",0.297526775932269
"allwalls",0.294150202176699
"allwalls",0.368834696247273
"allwalls",0.280223050273761
"allwalls",0.341903098300793
"allwalls",0.335441360999431
"allwalls",0.335452180335324
"allwalls",0.347390560888404
"allwalls",0.305994577192037
"allwalls",0.339928478621626
"allwalls",0.292726858508627
"allwalls",0.435221888048007
"allwalls",0.346113648736668
"allwalls",0.275482652828704
"allwalls",0.312689105626161
"allwalls",0.328042416013656
"allwalls",0.344050395138575
"allwalls",0.424021366659422
"allwalls",0.356388302954252
"allwalls",0.364974217598515
"allwalls",0.382774036420229
"allwalls",0.312238053743247
"allwalls",0.341179331100892
"allwalls",0.324430373885148
"allwalls",0.337624118012863
"allwalls",0.262549226711022
"allwalls",0.418289945681484
"allwalls",0.296493350563284
"allwalls",0.291721051043158
"allwalls",0.294344890663465
"allwalls",0.231830776718906
"allwalls",0.25090388594067
"allwalls",0.218232106486462
"allwalls",0.26146966686389
"allwalls",0.219005492938349
"allwalls",0.232282553863002
"allwalls",0.289510199210431
"allwalls",0.246975036977054
"allwalls",0.290779749532895
"allwalls",0.254505048103462
"allwalls",0.322816745413252
"allwalls",0.262097492943991
"allwalls",0.271178083620973
"allwalls",0.293923147163356
"allwalls",0.279007604162135
"allwalls",0.258062090425121
"allwalls",0.327294210285635
"allwalls",0.276265160060804
"allwalls",0.2523703178449
"allwalls",0.255428620348007
"allwalls",0.234288553955938
"allwalls",0.194204014723493
"allwalls",0.197022024134781
"allwalls",0.211363540370957
"allwalls",0.234295664779003
"allwalls",0.207434899499263
"allwalls",0.20300050172906
"allwalls",0.219425791136638
"allwalls",0.291187225888175
"allwalls",0.36644449708313
"allwalls",0.277209185805984
"allwalls",0.361696947259689
"allwalls",0.316067870541067
"allwalls",0.275472587838935
"allwalls",0.323081374030602
"allwalls",0.270428593039535
"allwalls",0.336698523181651
"allwalls",0.279292013194458
"allwalls",0.303799280160902
"allwalls",0.207653556239711
"allwalls",0.21643739332518
"allwalls",0.212925847839043
"allwalls",0.252588366860105
"allwalls",0.242484983830149
"allwalls",0.247116924812218
"allwalls",0.256056910177149
"allwalls",0.251364234885771
"allwalls",0.234772774117621
"allwalls",0.25602531881913
"allwalls",0.277982341665295
"allwalls",0.227606652186069
"allwalls",0.195632731229796
"allwalls",0.309442124959395
"allwalls",0.293492949593965
"allwalls",0.202676498647466
"allwalls",0.257500265925047
"allwalls",0.316179156037517
"allwalls",0.362212995326948
"allwalls",0.243653058225179
"allwalls",0.214499078888874
"allwalls",0.260147045911585
"allwalls",0.232268328748183
"allwalls",0.178280998685317
"allwalls",0.254385424936872
"allwalls",0.273791227954852
"allwalls",0.247274245725865
"allwalls",0.248396440129991
"allwalls",0.189981671067097
"allwalls",0.293648596438149
"allwalls",0.355186910591988
"allwalls",0.313053258722902
"allwalls",0.338886602559545
"allwalls",0.297743894201994
"allwalls",0.337809693146126
"allwalls",0.311984296520571
"allwalls",0.310620238109342
"allwalls",0.234595691801705
"allwalls",0.256325847384359
"allwalls",0.300904070945402
"allwalls",0.271439092923602
"allwalls",0.254405881921753
"allwalls",0.332702244534798
"allwalls",0.30820151433212
"allwalls",0.274930449060732
"allwalls",0.29589317280514
"allwalls",0.311664501290118
"allwalls",0.334490209156068
"allwalls",0.318262154835552
"allwalls",0.346662743522974
"allwalls",0.325925375263219
"allwalls",0.343122479531002
"allwalls",0.414017664022991
"allwalls",0.358154268053199
"allwalls",0.442535607591843
"allwalls",0.316088219191413
"allwalls",0.273223221911402
"allwalls",0.233901975842388
"allwalls",0.268011541807367
"allwalls",0.26262944774019
"allwalls",0.334154057242258
"allwalls",0.325554021386891
"allwalls",0.357585279027247
"allwalls",0.307932827350692
"allwalls",0.321978661230092
"allwalls",0.324659748040527
"allwalls",0.352888477997534
"allwalls",0.354939928204399
"allwalls",0.317189989489817
"allwalls",0.292660038910154
"allwalls",0.334640519962784
"allwalls",0.305262412820268
"allwalls",0.359946170552111
"allwalls",0.326584340077918
"allwalls",0.390129683046375
"allwalls",0.287576759514956
"allwalls",0.311691089442533
"allwalls",0.369065734509274
"allwalls",0.399217267025178
"allwalls",0.296943952438231
"allwalls",0.286568813826239
"allwalls",0.230286733037428
"allwalls",0.399198897776219
"allwalls",0.369303923472625
"allwalls",0.321293028609332
"allwalls",0.287024558858069
"allwalls",0.336119253849568
"allwalls",0.316025120600411
"allwalls",0.317724752732796
"allwalls",0.305111674709195
"allwalls",0.246588351828808
"allwalls",0.228178314866472
"allwalls",0.335047918471818
"allwalls",0.340738649700677
"allwalls",0.285966993975522
"allwalls",0.28827255371112
"allwalls",0.339407551044017
"allwalls",0.327142189197415
"allwalls",0.301036101070587
"allwalls",0.276553357846436
"allwalls",0.341906425021531
"allwalls",0.337432213640277
"allwalls",0.284658046737371
"allwalls",0.260298533058827
"allwalls",0.334431822138015
"allwalls",0.2865432156683
"allwalls",0.275213819098952
"allwalls",0.264670206241421
"allwalls",0.248131363704256
"allwalls",0.288158762779335
"allwalls",0.298107661372881
"allwalls",0.301845411055638
"allwalls",0.291660588286462
"allwalls",0.294594264025224
"allwalls",0.253675889560643
"allwalls",0.251877839128244
"allwalls",0.340305332003857
"allwalls",0.301416029249266
"allwalls",0.289949834272585
"allwalls",0.287867831982195
"allwalls",0.352681869191946
"allwalls",0.300131517602446
"allwalls",0.293150924792448
"allwalls",0.30934679469284
"allwalls",0.245184270530983
"allwalls",0.304747506462299
"allwalls",0.293799726773459
"allwalls",0.30140693506432
"allwalls",0.275133566549092
"allwalls",0.315503885053343
"allwalls",0.28025104576488
"allwalls",0.320685529870836
"allwalls",0.239497850456553
"allwalls",0.279516337732558
"allwalls",0.23203748482718
"allwalls",0.266871152756223
"allwalls",0.274611551981153
"allwalls",0.31316160119157
"allwalls",0.293550920830323
"allwalls",0.328146657129467
"allwalls",0.311016286129729
"allwalls",0.304012095502887
"allwalls",0.272600828215885
"allwalls",0.35420836177447
"allwalls",0.345539052074543
"allwalls",0.285998985716306
"allwalls",0.299302027142219
"allwalls",0.320061488265874
"allwalls",0.308024523638566
"allwalls",0.322768747888386
"allwalls",0.303568205897583
"allwalls",0.308628423805397
"allwalls",0.24960009439194
"allwalls",0.268904033644232
"allwalls",0.272443697064233
"allwalls",0.212089350940594
"allwalls",0.230000833848544
"allwalls",0.226071261619328
"allwalls",0.337490961038836
"allwalls",0.24915214415948
"allwalls",0.266191614026666
"allwalls",0.258237553925428
"allwalls",0.275139826361961
"allwalls",0.195048655708581
"allwalls",0.255625482027215
"allwalls",0.268004965987568
"allwalls",0.25142124090318
"allwalls",0.284193950522742
"allwalls",0.219040907601084
"allwalls",0.323751069143762
"allwalls",0.250313129862768
"allwalls",0.331554405465834
"allwalls",0.277085920615612
"allwalls",0.287942624017302
"allwalls",0.2912633827495
"allwalls",0.293035779887941
"allwalls",0.299270528460684
"allwalls",0.2572217787293
"allwalls",0.288226121914859
"allwalls",0.253579114890347
"allwalls",0.268586868077855
"allwalls",0.224063379995689
"allwalls",0.243847219808145
"allwalls",0.285305452539655
"allwalls",0.265479775196239
"allwalls",0.316718053969102
"allwalls",0.290907680221264
"allwalls",0.385655120236567
"allwalls",0.361762676357841
"allwalls",0.37200379047406
"allwalls",0.310651712609044
"allwalls",0.372859923673161
"allwalls",0.279699698045513
"allwalls",0.312096308497275
"allwalls",0.289830108359897
"allwalls",0.326368357383925
"allwalls",0.295622151734365
"allwalls",0.328161021882812
"allwalls",0.447995305482387
"allwalls",0.353201047576448
"allwalls",0.459205422922104
"allwalls",0.382979391876575
"allwalls",0.447182577913231
"allwalls",0.397187644112227
"allwalls",0.389923624071125
"allwalls",0.365186278263413
"allwalls",0.42512537749682
"allwalls",0.303018966081087
"allwalls",0.274956006233879
"allwalls",0.241858098595081
"allwalls",0.251411198601308
"allwalls",0.248591230071791
"allwalls",0.317629484073363
"allwalls",0.318350777167768
"allwalls",0.321348068007694
"allwalls",0.415868250801212
"allwalls",0.387578008964339
"allwalls",0.358106507239329
"allwalls",0.303394215957418
"allwalls",0.394370128358365
"allwalls",0.295215797843892
"allwalls",0.313689627560867
"allwalls",0.295192333994789
"allwalls",0.309722900439563
"allwalls",0.355566017120501
"allwalls",0.348111947067079
"allwalls",0.324451519423585
"allwalls",0.377750702313582
"allwalls",0.305044396303498
"allwalls",0.366730117308175
"allwalls",0.316126721601766
"allwalls",0.297959901095053
"allwalls",0.382910482967899
"allwalls",0.304524302891225
"allwalls",0.330991537867961
"allwalls",0.3172256530679
"allwalls",0.337969565501321
"allwalls",0.306293691201771
"allwalls",0.38677880740703
"allwalls",0.315843667581628
"allwalls",0.319850610138506
"allwalls",0.321616541134293
"allwalls",0.271594561689928
"allwalls",0.23121280439439
"allwalls",0.276946915470882
"allwalls",0.224466808906252
"allwalls",0.283755668810978
"allwalls",0.27748592119096
"allwalls",0.264531468029268
"allwalls",0.261493336153488
"allwalls",0.284476114456671
"allwalls",0.314399652450507
"allwalls",0.361033460913371
"allwalls",0.368429621137976
"allwalls",0.379162608213043
"allwalls",0.351379050735766
"allwalls",0.33736185244443
"allwalls",0.292227062957853
"allwalls",0.311790006006086
"allwalls",0.328108958698658
"allwalls",0.305370065283562
"allwalls",0.339490824453063
"allwalls",0.271785583247747
"allwalls",0.319496263049918
"allwalls",0.324609013242623
"allwalls",0.242009419986727
"allwalls",0.295663270102628
"allwalls",0.282933333768911
"allwalls",0.26309353117055
"allwalls",0.279128298854583
"allwalls",0.341370728229422
"allwalls",0.3315551889245
"allwalls",0.238565624209228
"allwalls",0.320198230168017
"allwalls",0.254116138242301
"allwalls",0.330075032016181
"allwalls",0.305563253495776
"allwalls",0.286811689224246
"allwalls",0.369712359741728
"allwalls",0.396702449342696
"allwalls",0.325520260480385
"allwalls",0.253846433972625
"allwalls",0.313137253835808
"allwalls",0.29079901662878
"allwalls",0.358936469069055
"allwalls",0.352028064641747
"allwalls",0.344691466889264
"allwalls",0.374345770361991
"allwalls",0.336127577182855
"allwalls",0.309612428130586
"allwalls",0.401191531659266
"allwalls",0.353898201344602
"allwalls",0.321616068678408
"allwalls",0.323039403592756
"allwalls",0.327042437721707
"allwalls",0.334023723247845
"allwalls",0.271273137394873
"allwalls",0.254626560583375
"allwalls",0.299620806732323
"allwalls",0.313937118036481
"allwalls",0.273922476158091
"allwalls",0.320132890286414
"allwalls",0.346965963578343
"allwalls",0.377771934779945
"allwalls",0.348302763486856
"allwalls",0.318693663705899
"allwalls",0.28876825547955
"allwalls",0.250849946439609
"allwalls",0.282314659869098
"allwalls",0.230187437212709
"allwalls",0.311532103612969
"allwalls",0.286818300095075
"allwalls",0.320812580322865
"allwalls",0.410868099877784
"allwalls",0.391641313966632
"allwalls",0.345236713371434
"allwalls",0.326304823477032
"allwalls",0.379249256104832
"allwalls",0.33399486774389
"allwalls",0.266111224635939
"allwalls",0.270441906891918
"allwalls",0.273596332507707
"allwalls",0.316931644587366
"allwalls",0.350160195083119
"allwalls",0.349109321671211
"allwalls",0.382668235679517
"allwalls",0.359306387198749
"allwalls",0.3800247297519
"allwalls",0.276697795209954
"allwalls",0.320117206386261
"allwalls",0.332115389452248
"allwalls",0.319805103207908
"allwalls",0.369865542575477
"allwalls",0.321508273396177
"allwalls",0.302688592088327
"allwalls",0.358697127362827
"allwalls",0.30530320456798
"allwalls",0.295465354296167
"allwalls",0.348523773322106
"allwalls",0.302899169333869
"allwalls",0.287815820946709
"allwalls",0.238671551386599
"allwalls",0.220657046984139
"allwalls",0.216814952482143
"allwalls",0.224602510527709
"allwalls",0.208848012490762
"allwalls",0.264316362183768
"allwalls",0.213739555932306
"allwalls",0.238158947004472
"allwalls",0.223775004742179
"allwalls",0.296246379267406
"allwalls",0.207692574454269
"allwalls",0.252722279136264
"allwalls",0.28070647782372
"allwalls",0.236270267843444
"allwalls",0.234723175956389
"allwalls",0.275157239942983
"allwalls",0.259576058634811
"allwalls",0.236597988275618
"allwalls",0.295403800063797
"allwalls",0.251461594090212
"allwalls",0.301602498425536
"allwalls",0.272922977164664
"allwalls",0.214783876881734
"allwalls",0.220078305871126
"allwalls",0.217512346509644
"allwalls",0.294727577089925
"allwalls",0.237841249282183
"allwalls",0.255547736487103
"allwalls",0.286801174563368
"allwalls",0.237785235018633
"allwalls",0.303596465203705
"allwalls",0.297070282963346
"allwalls",0.245923995790315
"allwalls",0.284295028811363
"allwalls",0.348098520338355
"allwalls",0.386394552730952
"allwalls",0.312044869207134
"allwalls",0.33454038287265
"allwalls",0.368297768853319
"allwalls",0.366310481654723
"allwalls",0.382248737064473
"allwalls",0.373996940656103
"allwalls",0.311885568555135
"allwalls",0.312750165998388
"allwalls",0.339011301074267
"allwalls",0.30311972573141
"allwalls",0.291008340046432
"allwalls",0.31151334701498
"allwalls",0.357579102763912
"allwalls",0.36331277777584
"allwalls",0.424828692074866
"allwalls",0.391769398430986
"allwalls",0.358738593599926
"allwalls",0.200609578751125
"allwalls",0.229896725478684
"allwalls",0.276387852941392
"allwalls",0.344727724496889
"allwalls",0.302554595048498
"allwalls",0.270623491276536
"allwalls",0.316365948944786
"allwalls",0.291693478848716
"allwalls",0.291324932581056
"allwalls",0.346702072966188
"allwalls",0.328725684840979
"allwalls",0.315029184176399
"allwalls",0.307747606028586
"allwalls",0.281851230037062
"allwalls",0.315753460262461
"allwalls",0.304550092974458
"allwalls",0.325130368766981
"allwalls",0.312538515857241
"allwalls",0.369024959392246
"allwalls",0.354428491489253
"allwalls",0.308680912095979
"allwalls",0.277450830690946
"allwalls",0.299355911663101
"allwalls",0.313911824761189
"allwalls",0.34406441959706
"allwalls",0.351463078675702
"allwalls",0.283237137876467
"allwalls",0.286760333653771
"allwalls",0.27193001409227
"allwalls",0.304607151521647
"allwalls",0.362023783847263
"allwalls",0.286428019045495
"allwalls",0.280727231946753
"allwalls",0.31069947537504
"allwalls",0.351487740124724
"allwalls",0.425598541005853
"allwalls",0.407161676675101
"allwalls",0.435744352592597
"allwalls",0.305102804567981
"allwalls",0.273031238220446
"allwalls",0.288253558456953
"allwalls",0.305461189652366
"allwalls",0.372424078502347
"allwalls",0.346103750567428
"allwalls",0.303489326603
"allwalls",0.320831166321532
"allwalls",0.321292221854162
"allwalls",0.335413443497704
"allwalls",0.365807275504644
"allwalls",0.366933596972869
"allwalls",0.35288200390989
"allwalls",0.380760317215429
"allwalls",0.322239263944713
"allwalls",0.276220997335475
"allwalls",0.205610241835148
"allwalls",0.198557706264775
"allwalls",0.236827991845398
"allwalls",0.200890530370839
"allwalls",0.219208664507952
"allwalls",0.189133807435086
"allwalls",0.200154050821473
"allwalls",0.211010590292775
"allwalls",0.257185521358834
"allwalls",0.225840222216635
"allwalls",0.269775215558217
"allwalls",0.234471841156861
"allwalls",0.26589882166854
"allwalls",0.198930420233988
"allwalls",0.273802892898378
"allwalls",0.287791299624862
"allwalls",0.25186243063122
"allwalls",0.219909762594547
"allwalls",0.226932535893588
"allwalls",0.233481765647503
"allwalls",0.30916863829883
"allwalls",0.313160950835763
"allwalls",0.325210036286706
"allwalls",0.349847457505809
"allwalls",0.306261778474723
"allwalls",0.270892712482614
"allwalls",0.223996267208487
"allwalls",0.269383828789148
"allwalls",0.341617244277638
"allwalls",0.364352508060737
"allwalls",0.290192320234474
"allwalls",0.302180485523301
"allwalls",0.308429196764089
"allwalls",0.29561928555652
"allwalls",0.23811564411406
"allwalls",0.209154025219784
"allwalls",0.200711768046233
"allwalls",0.238430013894501
"allwalls",0.194264516596932
"allwalls",0.246126438900613
"allwalls",0.254586227234163
"allwalls",0.233765274090435
"allwalls",0.317629673705602
"allwalls",0.255656839827261
"allwalls",0.236566441884381
"allwalls",0.224251285226719
"allwalls",0.232974201721916
"allwalls",0.2213558270491
"allwalls",0.22281464831319
"allwalls",0.21965406999727
"allwalls",0.326123082022305
"allwalls",0.263469691133281
"allwalls",0.262137374642737
"allwalls",0.266613642805213
"allwalls",0.252072020944988
"allwalls",0.269696570084147
"allwalls",0.264589492554939
"allwalls",0.243096196245702
"allwalls",0.19367847796719
"allwalls",0.249132771528961
"allwalls",0.268598408258332
"allwalls",0.269234780150817
"allwalls",0.266937621507129
"allwalls",0.254781897804983
"allwalls",0.309350289094107
"allwalls",0.306955284306958
"allwalls",0.257353107103963
"allwalls",0.274023336245162
"allwalls",0.247120532031326
"allwalls",0.204684064053863
"allwalls",0.243034310632783
"allwalls",0.250263565632235
"allwalls",0.30320645186092
"allwalls",0.259040359481391
"allwalls",0.212580816986248
"allwalls",0.343721931210451
"allwalls",0.315675479887676
"allwalls",0.286954820992525
"allwalls",0.309433791223746
"allwalls",0.384967627114398
"allwalls",0.406580261172161
"allwalls",0.331529315321583
"allwalls",0.428955253081984
"allwalls",0.373835089964257
"allwalls",0.416814170741774
"allwalls",0.44047505392894
"allwalls",0.385102305988098
"allwalls",0.364612494835766
"allwalls",0.345243029846924
"allwalls",0.346600108199055
"allwalls",0.354001526689762
"allwalls",0.367901189202365
"allwalls",0.315887047332427
"allwalls",0.392574769512321
"allwalls",0.365719980248761
"allwalls",0.293914287175808
"allwalls",0.322411908229756
"allwalls",0.3062925769313
"allwalls",0.310025692096444
"allwalls",0.317930101122617
"allwalls",0.289930937416362
"allwalls",0.323097926875248
"allwalls",0.272446372277499
"allwalls",0.277994950633761
"allwalls",0.277196780898214
"allwalls",0.215442000733465
"allwalls",0.216910963614573
"allwalls",0.287418810340741
"allwalls",0.287116821246005
"allwalls",0.374797895854293
"allwalls",0.267664546055925
"allwalls",0.292170556908339
"allwalls",0.26894784697935
"allwalls",0.251555686885256
"allwalls",0.28369876359514
"allwalls",0.279819123075457
"allwalls",0.35188996251864
"allwalls",0.321688719433987
"allwalls",0.272362487211315
"allwalls",0.321273781608792
"allwalls",0.270862207016971
"allwalls",0.288783220912418
"allwalls",0.28712687664551
"allwalls",0.277721982611884
"allwalls",0.303234222707598
"allwalls",0.210836433367213
