"modelname","modeltype","lppd"
"filtmonuments","power_law",-2.18822367487465
"filtmonuments","power_law",-2.52681794755001
"filtmonuments","power_law",-3.32854851170227
"filtmonuments","power_law",-2.43292020868083
"filtmonuments","power_law",-2.08886138447151
"filtmonuments","power_law",-2.99268833289708
"filtmonuments","power_law",-1.2194063855358
"filtmonuments","power_law",-2.39928717953925
"filtmonuments","power_law",-3.39487519215505
"filtmonuments","power_law",-3.0775268587215
"filtmonuments","power_law",-2.11401031809263
"filtmonuments","power_law",-1.81955869548087
"filtmonuments","power_law",-2.84478688228226
"filtmonuments","power_law",-2.16855048010498
"filtmonuments","power_law",-1.57599575182109
"filtmonuments","power_law",-1.52652455804077
"filtmonuments","power_law",-2.45501887489693
"filtmonuments","power_law",-2.53847357360705
"filtmonuments","power_law",-2.05487648064698
"filtmonuments","power_law",-3.02120962422428
"filtmonuments","power_law",-2.63124392107862
"filtmonuments","power_law",-2.00193798136546
"filtmonuments","power_law",-2.29396306333708
"filtmonuments","power_law",-1.96095537338416
"filtmonuments","power_law",-1.99275406284811
"filtmonuments","power_law",-1.94607777393023
"filtmonuments","power_law",-1.41978141544646
"filtmonuments","power_law",-1.76625208796076
"filtmonuments","power_law",-1.38658808183511
"filtmonuments","power_law",-2.75070802871184
"filtmonuments","power_law",-2.64302904092893
"filtmonuments","power_law",-2.0819477117709
"filtmonuments","power_law",-1.82520681277906
"filtmonuments","power_law",-2.8075623029513
"filtmonuments","power_law",-4.60641979459495
"filtmonuments","power_law",-3.05495129838044
"filtmonuments","power_law",-2.18695110046268
"filtmonuments","power_law",-2.18982178801876
"filtmonuments","power_law",-2.06033449005201
"filtmonuments","power_law",-2.35862512514112
"filtmonuments","power_law",-2.52703552372408
"filtmonuments","power_law",-2.21787365442705
"filtmonuments","power_law",-4.01465121908862
"filtmonuments","power_law",-2.95793610925526
"filtmonuments","power_law",-2.95831072692149
"filtmonuments","power_law",-3.14113270538533
"filtmonuments","power_law",-2.51507848693216
"filtmonuments","power_law",-3.41700191174691
"filtmonuments","power_law",-3.72091738304975
"filtmonuments","power_law",-2.32542962614697
"filtmonuments","power_law",-1.79203026142229
"filtmonuments","power_law",-2.36190322319752
"filtmonuments","power_law",-3.51875247198301
"filtmonuments","power_law",-3.49290824959072
"filtmonuments","power_law",-2.42255913619654
"filtmonuments","power_law",-4.54003646471906
"filtmonuments","power_law",-2.70461739720714
"filtmonuments","power_law",-2.31687345182188
"filtmonuments","power_law",-3.3370926465238
"filtmonuments","power_law",-3.44966094967433
"filtmonuments","power_law",-1.66796043737466
"filtmonuments","power_law",-2.98027708010219
"filtmonuments","power_law",-2.27770953084183
"filtmonuments","power_law",-2.76224255372585
"filtmonuments","power_law",-2.79681346219668
"filtmonuments","power_law",-4.46355428989165
"filtmonuments","power_law",-2.40365433048561
"filtmonuments","power_law",-2.68509702575741
"filtmonuments","power_law",-2.53813087646105
"filtmonuments","power_law",-1.92471583986233
"filtmonuments","power_law",-2.51722052746302
"filtmonuments","power_law",-2.36793656623698
"filtmonuments","power_law",-2.53912468443885
"filtmonuments","power_law",-4.33009759880123
"filtmonuments","power_law",-3.43488878699315
"filtmonuments","power_law",-2.79529901563439
"filtmonuments","power_law",-2.30342934881045
"filtmonuments","power_law",-2.59432798891289
"filtmonuments","power_law",-2.56974407237334
"filtmonuments","power_law",-2.01028969988973
"filtmonuments","power_law",-2.19532755643209
"filtmonuments","power_law",-2.09622962265025
"filtmonuments","power_law",-3.19619683300522
"filtmonuments","power_law",-1.39331360813101
"filtmonuments","power_law",-1.98008018454925
"filtmonuments","power_law",-2.35284753689287
"filtmonuments","power_law",-2.18458938104789
"filtmonuments","power_law",-3.24182061444173
"filtmonuments","power_law",-2.3514260127187
"filtmonuments","power_law",-2.89977454750342
"filtmonuments","power_law",-2.50604510056985
"filtmonuments","power_law",-2.39269339151123
"filtmonuments","power_law",-3.33764037060839
"filtmonuments","power_law",-2.15569876683972
"filtmonuments","power_law",-2.09918864210142
"filtmonuments","power_law",-2.53145126972309
"filtmonuments","power_law",-5.00596298837641
"filtmonuments","power_law",-2.22373799190258
"filtmonuments","power_law",-1.42559435867052
"filtmonuments","power_law",-1.72706584638141
"filtmonuments","power_law",-2.2505784839238
"filtmonuments","power_law",-1.713063261185
"filtmonuments","power_law",-1.94289587079711
"filtmonuments","power_law",-2.68977296937682
"filtmonuments","power_law",-5.20221539466965
"filtmonuments","power_law",-2.03410957146807
"filtmonuments","power_law",-1.83444782807731
"filtmonuments","power_law",-1.58131674384761
"filtmonuments","power_law",-1.94962088008107
"filtmonuments","power_law",-1.81438654591949
"filtmonuments","power_law",-1.84584338996936
"filtmonuments","power_law",-2.72365807369131
"filtmonuments","power_law",-2.07468431974864
"filtmonuments","power_law",-4.05967868078992
"filtmonuments","power_law",-1.6993444467122
"filtmonuments","power_law",-3.92455089263407
"filtmonuments","power_law",-2.80899963972333
"filtmonuments","power_law",-2.34254824576006
"filtmonuments","power_law",-1.97401857746112
"filtmonuments","power_law",-2.10421576610124
"filtmonuments","power_law",-1.84799616722941
"filtmonuments","power_law",-2.03645809201027
"filtmonuments","power_law",-2.22662543569137
"filtmonuments","power_law",-2.35016784477208
"filtmonuments","power_law",-1.96426436610552
"filtmonuments","power_law",-2.0841086527683
"filtmonuments","power_law",-2.07488657302168
"filtmonuments","power_law",-2.18394532691598
"filtmonuments","power_law",-2.75141658387226
"filtmonuments","power_law",-3.08118934945574
"filtmonuments","power_law",-2.28751176192087
"filtmonuments","power_law",-2.34821493740571
"filtmonuments","power_law",-1.94248075138418
"filtmonuments","power_law",-2.32839928983597
"filtmonuments","power_law",-2.20122705195783
"filtmonuments","power_law",-1.87947680410612
"filtmonuments","power_law",-2.16699258249608
"filtmonuments","power_law",-2.75050576325008
"filtmonuments","power_law",-3.26422368098522
"filtmonuments","power_law",-2.93050197299911
"filtmonuments","power_law",-1.65383838540582
"filtmonuments","power_law",-2.13822114805809
"filtmonuments","power_law",-2.36329704067372
"filtmonuments","power_law",-2.01085714918083
"filtmonuments","power_law",-3.7262417231139
"filtmonuments","power_law",-2.13612775148399
"filtmonuments","power_law",-2.93182063741651
"filtmonuments","power_law",-2.34849663780489
"filtmonuments","power_law",-2.37080669888654
"filtmonuments","power_law",-2.57542881706504
"filtmonuments","power_law",-4.08568883307019
"filtmonuments","power_law",-2.22057928528371
"filtmonuments","power_law",-2.2329378691372
"filtmonuments","power_law",-2.37809786565228
"filtmonuments","power_law",-3.27881918110591
"filtmonuments","power_law",-2.81280569803234
"filtmonuments","power_law",-2.95701050839924
"filtmonuments","power_law",-2.63518154047284
"filtmonuments","power_law",-2.63909778734228
"filtmonuments","power_law",-2.83739417373508
"filtmonuments","power_law",-4.47251488958772
"filtmonuments","power_law",-2.65741467516745
"filtmonuments","power_law",-5.79655101167059
"filtmonuments","power_law",-2.40428635154078
"filtmonuments","power_law",-2.1732980305692
"filtmonuments","power_law",-3.77183975862446
"filtmonuments","power_law",-2.09581836364668
"filtmonuments","power_law",-2.16548991743629
"filtmonuments","power_law",-2.17210781221524
"filtmonuments","power_law",-2.36151488700662
"filtmonuments","power_law",-2.47676850122802
"filtmonuments","power_law",-2.50182354171958
"filtmonuments","power_law",-2.25279508478103
"filtmonuments","power_law",-2.52120357783095
"filtmonuments","power_law",-3.65372501266184
"filtmonuments","power_law",-2.85747910135113
"filtmonuments","power_law",-3.11362907848362
"filtmonuments","power_law",-2.1671100783858
"filtmonuments","power_law",-2.53692106028165
"filtmonuments","power_law",-2.64979189787411
"filtmonuments","power_law",-2.50502249121359
"filtmonuments","power_law",-1.52603038062661
"filtmonuments","power_law",-3.2052567019019
"filtmonuments","power_law",-1.62545181789801
"filtmonuments","power_law",-2.70764981032187
"filtmonuments","power_law",-2.1371601499256
"filtmonuments","power_law",-2.69151257532993
"filtmonuments","power_law",-3.45726907226908
"filtmonuments","power_law",-1.99260448661697
"filtmonuments","power_law",-3.23311283536789
"filtmonuments","power_law",-2.51361976372125
"filtmonuments","power_law",-1.78617051637315
"filtmonuments","power_law",-1.71024903441707
"filtmonuments","power_law",-2.04476415950439
"filtmonuments","power_law",-2.23917099408531
"filtmonuments","power_law",-1.66889634997472
"filtmonuments","power_law",-3.58468791827505
"filtmonuments","power_law",-2.52352459434501
"filtmonuments","power_law",-2.32880571394353
"filtmonuments","power_law",-1.67855729495294
"filtmonuments","power_law",-2.13630626978126
"filtmonuments","power_law",-1.634464656708
"filtmonuments","power_law",-1.84962132888442
"filtmonuments","power_law",-2.23834283022736
"filtmonuments","power_law",-2.52236791066584
"filtmonuments","power_law",-2.40716455073712
"filtmonuments","power_law",-3.25297974008413
"filtmonuments","power_law",-2.8641935292315
"filtmonuments","power_law",-4.1524436088793
"filtmonuments","power_law",-1.73003695268846
"filtmonuments","power_law",-2.897733586104
"filtmonuments","power_law",-2.04919128686812
"filtmonuments","power_law",-3.57234180519146
"filtmonuments","power_law",-2.35962502381061
"filtmonuments","power_law",-2.9816788127019
"filtmonuments","power_law",-1.98226303086926
"filtmonuments","power_law",-3.17864475531341
"filtmonuments","power_law",-2.38952042016962
"filtmonuments","power_law",-1.84990528415811
"filtmonuments","power_law",-1.65228206411181
"filtmonuments","power_law",-1.51170680614997
"filtmonuments","power_law",-1.86613920609099
"filtmonuments","power_law",-1.8493078831355
"filtmonuments","power_law",-2.31183501706374
"filtmonuments","power_law",-3.72348540518178
"filtmonuments","power_law",-2.27011043401031
"filtmonuments","power_law",-0.916621286761034
"filtmonuments","power_law",-3.57861734910817
"filtmonuments","power_law",-2.17844435969687
"filtmonuments","power_law",-1.64690081753579
"filtmonuments","power_law",-2.23756995800822
"filtmonuments","power_law",-2.0700176600782
"filtmonuments","power_law",-2.20015788287846
"filtmonuments","power_law",-2.00837150855232
"filtmonuments","power_law",-1.94606361464402
"filtmonuments","power_law",-3.89930153590329
"filtmonuments","power_law",-2.17169573531461
"filtmonuments","power_law",-2.31007187755755
"filtmonuments","power_law",-3.38498120112211
"filtmonuments","power_law",-1.97425575342913
"filtmonuments","power_law",-3.08714217660856
"filtmonuments","power_law",-2.36113843019884
"filtmonuments","power_law",-3.10622625655209
"filtmonuments","power_law",-1.85643396572953
"filtmonuments","power_law",-1.72702788259486
"filtmonuments","power_law",-1.58673357578761
"filtmonuments","power_law",-2.45944879349379
"filtmonuments","power_law",-2.72899845566373
"filtmonuments","power_law",-2.17872168191104
"filtmonuments","power_law",-2.17783328001146
"filtmonuments","power_law",-1.92389007742066
"filtmonuments","power_law",-1.84862109588381
"filtmonuments","power_law",-2.60944374926263
"filtmonuments","power_law",-1.74984222676194
"filtmonuments","power_law",-2.28441129385891
"filtmonuments","power_law",-2.54637443713641
"filtmonuments","power_law",-1.5405039280489
"filtmonuments","power_law",-2.59180339249905
"filtmonuments","power_law",-3.37806185691326
"filtmonuments","power_law",-2.08255247672829
"filtmonuments","power_law",-3.00274760520011
"filtmonuments","power_law",-1.69048732322227
"filtmonuments","power_law",-2.36026919645652
"filtmonuments","power_law",-1.98784681755107
"filtmonuments","power_law",-2.21565364942496
"filtmonuments","power_law",-2.71963339171553
"filtmonuments","power_law",-3.06555429751148
"filtmonuments","power_law",-2.2813406481995
"filtmonuments","power_law",-2.84797586235255
"filtmonuments","power_law",-1.47784874534445
"filtmonuments","power_law",-2.75336433323584
"filtmonuments","power_law",-2.8235702218458
"filtmonuments","power_law",-2.23077137127108
"filtmonuments","power_law",-1.93972052530633
"filtmonuments","power_law",-3.26150843187311
"filtmonuments","power_law",-1.77986352875115
"filtmonuments","power_law",-1.67851393577972
"filtmonuments","power_law",-1.98002044627553
"filtmonuments","power_law",-1.94738199406141
"filtmonuments","power_law",-1.52683586591903
"filtmonuments","power_law",-1.76825224507545
"filtmonuments","power_law",-2.19662626908244
"filtmonuments","power_law",-4.57805534470158
"filtmonuments","power_law",-1.83029680385776
"filtmonuments","power_law",-1.70505653800084
"filtmonuments","power_law",-2.17679029667119
"filtmonuments","power_law",-2.51642962902744
"filtmonuments","power_law",-1.64917531164195
"filtmonuments","power_law",-1.94355703321864
"filtmonuments","power_law",-1.37246080099169
"filtmonuments","power_law",-2.41204442170002
"filtmonuments","power_law",-1.20746603562755
"filtmonuments","power_law",-1.88471329262751
"filtmonuments","power_law",-2.78254935312621
"filtmonuments","power_law",-1.95702709782499
"filtmonuments","power_law",-1.98582498283321
"filtmonuments","power_law",-1.8849993862289
"filtmonuments","power_law",-2.06577551054856
"filtmonuments","power_law",-2.85515905454595
"filtmonuments","power_law",-6.74116402749283
"filtmonuments","power_law",-2.51272845514012
"filtmonuments","power_law",-4.52214727606739
"filtmonuments","power_law",-2.85679496668995
"filtmonuments","power_law",-2.21951242978634
"filtmonuments","power_law",-2.54820791093536
"filtmonuments","power_law",-1.6583307553023
"filtmonuments","power_law",-2.35091982324647
"filtmonuments","power_law",-2.07607817555693
"filtmonuments","power_law",-1.70657236060689
"filtmonuments","power_law",-2.253603385189
"filtmonuments","power_law",-2.35215936468511
"filtmonuments","power_law",-3.14574661046555
"filtmonuments","power_law",-1.7244288967924
"filtmonuments","power_law",-2.35978935339604
"filtmonuments","power_law",-2.51518496460838
"filtmonuments","power_law",-1.82416126651431
"filtmonuments","power_law",-3.32567915127679
"filtmonuments","power_law",-1.97398214789889
"filtmonuments","power_law",-8.31496339272211
"filtmonuments","power_law",-2.17316092992474
"filtmonuments","power_law",-1.41565341145027
"filtmonuments","power_law",-2.04951364579593
"filtmonuments","power_law",-1.65380555825109
"filtmonuments","power_law",-2.22934768820961
"filtmonuments","power_law",-1.94803156083944
"filtmonuments","power_law",-3.0299495996761
"filtmonuments","power_law",-2.14568784273232
"filtmonuments","power_law",-2.22654465147916
"filtmonuments","power_law",-2.7192701936445
"filtmonuments","power_law",-1.99063658089576
"filtmonuments","power_law",-2.35306311755616
"filtmonuments","power_law",-2.66524686988729
"filtmonuments","power_law",-2.7594288603892
"filtmonuments","power_law",-2.18091655225246
"filtmonuments","power_law",-2.41678017247306
"filtmonuments","power_law",-1.4982181180949
"filtmonuments","power_law",-1.95252543304499
"filtmonuments","power_law",-1.71508813415591
"filtmonuments","power_law",-2.01857119130507
"filtmonuments","power_law",-2.04802768496073
"filtmonuments","power_law",-1.17027913803599
"filtmonuments","power_law",-1.81699642096005
"filtmonuments","power_law",-2.06364382227354
"filtmonuments","power_law",-1.68600912491686
"filtmonuments","power_law",-1.89994456924547
"filtmonuments","power_law",-2.8640589145417
"filtmonuments","power_law",-1.98218525124605
"filtmonuments","power_law",-3.31965299443426
"filtmonuments","power_law",-1.81566188741597
"filtmonuments","power_law",-3.23417284378051
"filtmonuments","power_law",-2.00179211559348
"filtmonuments","power_law",-1.65713124931202
"filtmonuments","power_law",-1.96491200380222
"filtmonuments","power_law",-1.82802538038189
"filtmonuments","power_law",-2.83986314678223
"filtmonuments","power_law",-1.70668784708838
"filtmonuments","power_law",-2.24382459214132
"filtmonuments","power_law",-1.95737546118858
"filtmonuments","power_law",-2.18433117472005
"filtmonuments","power_law",-1.96758907177736
"filtmonuments","power_law",-2.85871624919388
"filtmonuments","power_law",-1.72632762347926
"filtmonuments","power_law",-1.95310489694413
"filtmonuments","power_law",-2.76434326574635
"filtmonuments","power_law",-3.20492780880392
"filtmonuments","power_law",-2.19348964127924
"filtmonuments","power_law",-1.81448430497234
"filtmonuments","power_law",-2.35806765064298
"filtmonuments","power_law",-2.20374383333276
"filtmonuments","power_law",-1.9811610080871
"filtmonuments","power_law",-2.08329887899376
"filtmonuments","power_law",-1.71240990697759
"filtmonuments","power_law",-1.56844552108803
"filtmonuments","power_law",-1.96870223592263
"filtmonuments","power_law",-2.05670022973718
"filtmonuments","power_law",-2.28012881438063
"filtmonuments","power_law",-3.09776748873375
"filtmonuments","power_law",-3.30224392969652
"filtmonuments","power_law",-1.94277668382122
"filtmonuments","power_law",-2.74428277837903
"filtmonuments","power_law",-1.5580483441605
"filtmonuments","power_law",-3.34843473872891
"filtmonuments","power_law",-2.79930353143902
"filtmonuments","power_law",-1.66222333520215
"filtmonuments","power_law",-1.96054881800331
"filtmonuments","power_law",-2.05507236574842
"filtmonuments","power_law",-1.36950596457238
"filtmonuments","power_law",-1.54367484911437
"filtmonuments","power_law",-2.53123924614752
"filtmonuments","power_law",-1.93225619036453
"filtmonuments","power_law",-2.1895407030817
"filtmonuments","power_law",-2.93095192066689
"filtmonuments","power_law",-3.97382891113728
"filtmonuments","power_law",-2.58998634935142
"filtmonuments","power_law",-3.47356695990486
"filtmonuments","power_law",-2.41299887522633
"filtmonuments","power_law",-2.25897081104642
"filtmonuments","power_law",-3.60962464961433
"filtmonuments","power_law",-2.2126775594067
"filtmonuments","power_law",-2.52587242567348
"filtmonuments","power_law",-1.71116982669362
"filtmonuments","power_law",-2.43987350493056
"filtmonuments","power_law",-2.64504733019853
"filtmonuments","power_law",-1.29275981040701
"filtmonuments","power_law",-2.75182195604448
"filtmonuments","power_law",-3.58780449210872
"filtmonuments","power_law",-4.65285659989268
"filtmonuments","power_law",-3.53407891304716
"filtmonuments","power_law",-2.64521241355841
"filtmonuments","power_law",-1.69786020336342
"filtmonuments","power_law",-3.22378946318544
"filtmonuments","power_law",-2.5832335029662
"filtmonuments","power_law",-2.28133941462321
"filtmonuments","power_law",-2.00494904051265
"filtmonuments","power_law",-3.06991690431754
"filtmonuments","power_law",-2.64378851034107
"filtmonuments","power_law",-2.50707865117264
"filtmonuments","power_law",-3.56072423930969
"filtmonuments","power_law",-2.9635614534003
"filtmonuments","power_law",-2.12767396432018
"filtmonuments","power_law",-2.56908047609977
"filtmonuments","power_law",-3.47913227188548
"filtmonuments","power_law",-3.00049214718613
"filtmonuments","power_law",-3.38924142956589
"filtmonuments","power_law",-3.51252006233801
"filtmonuments","power_law",-2.39866587447555
"filtmonuments","power_law",-2.98823571764943
"filtmonuments","power_law",-3.77427805616655
"filtmonuments","power_law",-3.02858439214792
"filtmonuments","power_law",-2.59278675075456
"filtmonuments","power_law",-2.17689289918979
"filtmonuments","power_law",-2.84174835325074
"filtmonuments","power_law",-2.54980749857302
"filtmonuments","power_law",-2.19684351404953
"filtmonuments","power_law",-3.03397216622003
"filtmonuments","power_law",-2.57929368483467
"filtmonuments","power_law",-2.72624389537584
"filtmonuments","power_law",-2.26614383053069
"filtmonuments","power_law",-1.75367537281787
"filtmonuments","power_law",-2.18526728600173
"filtmonuments","power_law",-2.52450148284152
"filtmonuments","power_law",-3.53905131462428
"filtmonuments","power_law",-2.3732185186095
"filtmonuments","power_law",-4.31235056855937
"filtmonuments","power_law",-3.13910411582655
"filtmonuments","power_law",-2.29767603849008
"filtmonuments","power_law",-2.08504813473355
"filtmonuments","power_law",-2.64972825849399
"filtmonuments","power_law",-1.96108814710462
"filtmonuments","power_law",-6.48862611361313
"filtmonuments","power_law",-2.23268739518757
"filtmonuments","power_law",-3.84484671650653
"filtmonuments","power_law",-1.85889268055679
"filtmonuments","power_law",-3.00407174123778
"filtmonuments","power_law",-2.52140620823294
"filtmonuments","power_law",-2.67177725046878
"filtmonuments","power_law",-2.88517073597281
"filtmonuments","power_law",-3.31347806497493
"filtmonuments","power_law",-2.44107788134377
"filtmonuments","power_law",-3.96146578293734
"filtmonuments","power_law",-2.71095168678627
"filtmonuments","power_law",-2.16403178405615
"filtmonuments","power_law",-3.58377111776363
"filtmonuments","power_law",-2.21191104756623
"filtmonuments","power_law",-3.48080757376261
"filtmonuments","power_law",-2.22060890078959
"filtmonuments","power_law",-1.76416182466212
"filtmonuments","power_law",-2.20403048326107
"filtmonuments","power_law",-2.68562769820033
"filtmonuments","power_law",-2.52501580304707
"filtmonuments","power_law",-1.67393040540715
"filtmonuments","power_law",-1.69389019567593
"filtmonuments","power_law",-2.18817726782984
"filtmonuments","power_law",-2.20973789111926
"filtmonuments","power_law",-2.03180864700257
"filtmonuments","power_law",-1.81492337571935
"filtmonuments","power_law",-1.19813521357409
"filtmonuments","power_law",-3.89571907365569
"filtmonuments","power_law",-2.01847963742718
"filtmonuments","power_law",-1.84963177608986
"filtmonuments","power_law",-2.73531808980577
"filtmonuments","power_law",-1.7322208095915
"filtmonuments","power_law",-1.69881776636438
"filtmonuments","power_law",-2.29151352558648
"filtmonuments","power_law",-2.67749256987888
"filtmonuments","power_law",-2.38447000754034
"filtmonuments","power_law",-3.03466388657591
"filtmonuments","power_law",-3.83234746333041
"filtmonuments","power_law",-2.50716822419863
"filtmonuments","power_law",-3.13549667788415
"filtmonuments","power_law",-3.13435609536592
"filtmonuments","power_law",-3.60215109941974
"filtmonuments","power_law",-2.51056281660226
"filtmonuments","power_law",-4.27483212514578
"filtmonuments","power_law",-4.26969337585962
"filtmonuments","power_law",-3.35424970850432
"filtmonuments","power_law",-3.2002006608822
"filtmonuments","power_law",-2.89250458535873
"filtmonuments","power_law",-4.78436768430598
"filtmonuments","power_law",-2.98395017571857
"filtmonuments","power_law",-2.86584896982984
"filtmonuments","power_law",-2.71554741674616
"filtmonuments","power_law",-3.45205745282963
"filtmonuments","power_law",-3.38089528515357
"filtmonuments","power_law",-3.00435044253307
"filtmonuments","power_law",-3.60421794196454
"filtmonuments","power_law",-2.19523478968651
"filtmonuments","power_law",-2.80171135379389
"filtmonuments","power_law",-2.33432424866163
"filtmonuments","power_law",-3.39863740568186
"filtmonuments","power_law",-2.23108766224268
"filtmonuments","power_law",-2.4851601260177
"filtmonuments","power_law",-1.95632239586073
"filtmonuments","power_law",-2.21547085341736
"filtmonuments","power_law",-2.69425618569277
"filtmonuments","power_law",-1.69701754859739
"filtmonuments","power_law",-2.92730894744963
"filtmonuments","power_law",-2.43027911053484
"filtmonuments","power_law",-1.82715036767289
"filtmonuments","power_law",-1.6679025877296
"filtmonuments","power_law",-1.92907096691136
"filtmonuments","power_law",-2.28559217700426
"filtmonuments","power_law",-1.49562134627488
"filtmonuments","power_law",-2.67792790346313
"filtmonuments","power_law",-2.26483319684658
"filtmonuments","power_law",-3.54096416990118
"filtmonuments","power_law",-2.69033451241025
"filtmonuments","power_law",-3.68088604565707
"filtmonuments","power_law",-2.14899619140419
"filtmonuments","power_law",-2.62959204223299
"filtmonuments","power_law",-2.21407859159836
"filtmonuments","power_law",-2.17409833260345
"filtmonuments","power_law",-2.55335393867626
"filtmonuments","power_law",-2.51133568215929
"filtmonuments","power_law",-2.66400809074412
"filtmonuments","power_law",-2.83242935378502
"filtmonuments","power_law",-2.34127944180615
"filtmonuments","power_law",-3.08562394128924
"filtmonuments","power_law",-1.84833599981982
"filtmonuments","power_law",-2.21778770937312
"filtmonuments","power_law",-2.20661993051489
"filtmonuments","power_law",-2.66261344943976
"filtmonuments","power_law",-3.92334687387588
"filtmonuments","power_law",-3.04495138157853
"filtmonuments","power_law",-2.30809271759874
"filtmonuments","power_law",-2.37470391681245
"filtmonuments","power_law",-3.99955253399836
"filtmonuments","power_law",-2.96698884504543
"filtmonuments","power_law",-2.83087502232089
"filtmonuments","power_law",-1.98116890204644
"filtmonuments","power_law",-2.47588130149309
"filtmonuments","power_law",-2.29177593526724
"filtmonuments","power_law",-2.57433045130029
"filtmonuments","power_law",-2.78464161327761
"filtmonuments","power_law",-2.96316589184714
"filtmonuments","power_law",-5.89112654983447
"filtmonuments","power_law",-3.62391279024368
"filtmonuments","power_law",-2.80541695831342
"filtmonuments","power_law",-2.20022557304316
"filtmonuments","power_law",-2.64639317178632
"filtmonuments","power_law",-2.59793631510008
"filtmonuments","power_law",-3.27283288372663
"filtmonuments","power_law",-2.30281533761042
"filtmonuments","power_law",-1.47258834060821
"filtmonuments","power_law",-1.44119485362284
"filtmonuments","power_law",-3.04281888086612
"filtmonuments","power_law",-2.02935417742775
"filtmonuments","power_law",-3.38864901140917
"filtmonuments","power_law",-1.66136063526343
"filtmonuments","power_law",-2.23705061447986
"filtmonuments","power_law",-2.41872220907121
"filtmonuments","power_law",-2.975803591469
"filtmonuments","power_law",-1.627661084242
"filtmonuments","power_law",-1.62720796226876
"filtmonuments","power_law",-2.54225687506849
"filtmonuments","power_law",-2.28015459097328
"filtmonuments","power_law",-2.94627302921895
"filtmonuments","power_law",-3.57193003134594
"filtmonuments","power_law",-2.36643504024004
"filtmonuments","power_law",-3.51815715350486
"filtmonuments","power_law",-2.38556265363007
"filtmonuments","power_law",-2.30857289009465
"filtmonuments","power_law",-4.63545566971155
"filtmonuments","power_law",-1.91942593562801
"filtmonuments","power_law",-2.08401578257361
"filtmonuments","power_law",-3.80055132696812
"filtmonuments","power_law",-2.63042823713117
"filtmonuments","power_law",-1.8056598463267
"filtmonuments","power_law",-2.65245039221693
"filtmonuments","power_law",-2.38480575755309
"filtmonuments","power_law",-2.52828054547661
"filtmonuments","power_law",-1.35866578300593
"epigraphy","power_law",-0.157415297810825
"epigraphy","power_law",-1.90919246607626
"epigraphy","power_law",-0.425992807804743
"epigraphy","power_law",-0.218461503498508
"epigraphy","power_law",-0.265574854474993
"epigraphy","power_law",-0.501875261892167
"epigraphy","power_law",-1.82203846005682
"epigraphy","power_law",-0.31343717187662
"epigraphy","power_law",-6.47941151503916
"epigraphy","power_law",-0.19887916457099
"epigraphy","power_law",-0.227125201115216
"epigraphy","power_law",-0.191470031900712
"epigraphy","power_law",-0.178217873810583
"epigraphy","power_law",-0.299790237768272
"epigraphy","power_law",-7.51159166542295
"epigraphy","power_law",-0.371206978752474
"epigraphy","power_law",-4.48591507110313
"epigraphy","power_law",-2.0098345934326
"epigraphy","power_law",-0.453611626758715
"epigraphy","power_law",-0.1406062115125
"epigraphy","power_law",-2.51288770867956
"epigraphy","power_law",-0.360360142783902
"epigraphy","power_law",-0.0907203155810539
"epigraphy","power_law",-0.167952259278076
"epigraphy","power_law",-0.140739875297081
"epigraphy","power_law",-0.344203833586686
"epigraphy","power_law",-0.225107759883246
"epigraphy","power_law",-0.0906532405102514
"epigraphy","power_law",-0.412453675430823
"epigraphy","power_law",-0.380863002834916
"epigraphy","power_law",-0.43758636839504
"epigraphy","power_law",-0.173077599939939
"epigraphy","power_law",-0.397939968715018
"epigraphy","power_law",-0.229069838974521
"epigraphy","power_law",-0.177500237110984
"epigraphy","power_law",-0.181829935490965
"epigraphy","power_law",-0.151979804723847
"epigraphy","power_law",-0.476559377431814
"epigraphy","power_law",-0.325206078858153
"epigraphy","power_law",-0.365809918431156
"epigraphy","power_law",-0.211027679071281
"epigraphy","power_law",-0.081384891362914
"epigraphy","power_law",-0.279970904144282
"epigraphy","power_law",-0.146206909886292
"epigraphy","power_law",-0.294991598991485
"epigraphy","power_law",-0.177141048636594
"epigraphy","power_law",-0.366533923392055
"epigraphy","power_law",-0.498025975227215
"epigraphy","power_law",-0.305015891794334
"epigraphy","power_law",-0.27238145634337
"epigraphy","power_law",-0.463837002242652
"epigraphy","power_law",-0.348197932984633
"epigraphy","power_law",-0.47721965299305
"epigraphy","power_law",-0.5839856011241
"epigraphy","power_law",-0.340808085617804
"epigraphy","power_law",-0.252506970735181
"epigraphy","power_law",-0.309405480129969
"epigraphy","power_law",-0.493481034467706
"epigraphy","power_law",-0.106888418865195
"epigraphy","power_law",-0.219292090106793
"epigraphy","power_law",-0.252169558784122
"epigraphy","power_law",-0.287411280574089
"epigraphy","power_law",-0.277454842999072
"epigraphy","power_law",-0.22192623240359
"epigraphy","power_law",-0.254785775792563
"epigraphy","power_law",-0.29714084070363
"epigraphy","power_law",-0.128856944148584
"epigraphy","power_law",-0.122416336101729
"epigraphy","power_law",-0.180044056837577
"epigraphy","power_law",-0.148765278965691
"epigraphy","power_law",-0.129345881597796
"epigraphy","power_law",-0.0976940727844759
"epigraphy","power_law",-2.33337952910454
"epigraphy","power_law",-0.104389191047106
"epigraphy","power_law",-0.133196549667554
"epigraphy","power_law",-0.0831027262386659
"epigraphy","power_law",-0.135748915252675
