"","lower","upper","mean","stdd"
"b0",4.09044079553971,5.33916288996613,4.71568417824548,0.349250284241627
"b1",0.886108534795981,1.19091309081128,1.04245472160015,0.0875282371848559
"intercept",-1.11332541781023,-0.0949278697417137,-0.64358430416813,0.258786135380618
"scaling",0.240926835774082,0.362370566765688,0.309514685801422,0.0308013924335776
"sigma",0.600863229416888,0.684988321436057,0.641667030501216,0.0216672584898195
"sigma_pop",0.629575104803674,0.945053983425098,0.78312420329924,0.0845002407672463
