"","lower","upper","mean","stdd"
"b0",3.96845161993291,5.47050764087345,4.65337617343576,0.403922159002515
"b1",0.843052476416578,1.2431410005777,1.0619144059074,0.107085870301577
"intercept",-1.90797176650542,-0.603834504719035,-1.14363779804407,0.333045842140346
"scaling",0.259599744250751,0.410499654712305,0.325566433687853,0.0393670966699911
"sigma",0.702922705441681,0.803553007261763,0.75863768887447,0.0255789353501894
"sigma_pop",0.63563415414837,1.04060380377427,0.79674189747771,0.0979655737455463
