"elpd_loo","mcse_elpd_loo","p_loo","looic","influence_pareto_k"
-12.8354064028856,0.00493863556204246,0.770941235024795,25.6708128057711,0.255691123606749
-9.42507944688787,0.00210047174763471,0.235847363083614,18.8501588937757,0.0566268962346641
-8.87690183002194,0.0016427873229845,0.159536459582595,17.7538036600439,-0.00457067491876728
-9.95292376573718,0.00218757966596684,0.245331290858013,19.9058475314744,0.0960117483118371
-6.71777849729002,0.000525636540982701,0.0193123394658024,13.43555699458,-0.0168076120387566
-6.50114578934606,0.000400551778481862,0.00986275194088737,13.0022915786921,0.0522520451310808
-8.99075271798374,0.0017215217918539,0.162677468047876,17.9815054359675,0.0762650544415402
-6.80744194540955,0.000579524963530224,0.0244326065412022,13.6148838908191,-0.0846518737424203
-6.69941636731526,0.000535791947092428,0.0208015222301592,13.3988327346305,-0.0534643146570784
-6.24450363516346,0.000365109139481158,0.00825919874199332,12.4890072703269,-0.0409879329808865
-7.39543653011091,0.000872663044048401,0.0513154629043164,14.7908730602218,0.0194048074787646
-6.08721682742106,0.000336568884910426,0.00673269818346167,12.1744336548421,-0.0576514697893655
-6.00530342190667,0.000331483067799443,0.00665932174019002,12.0106068438133,-0.0751109531792856
-5.98637835248366,0.00032709291642797,0.00638191078949024,11.9727567049673,-0.0650778245995748
-5.7517714755608,0.000275094993364542,0.00358899251066447,11.5035429511216,-0.0781550897679559
-5.90061805942432,0.000324402889845434,0.00661279063407427,11.8012361188486,-0.077063585299838
-5.93622883285469,0.000336126520696527,0.00758456248058081,11.8724576657094,-0.0852107395070396
-6.20108096607725,0.00042989729055147,0.0139641569193962,12.4021619321545,-0.031541330181541
-5.5877830815189,0.000282668078975741,0.00396010945651071,11.1755661630378,-0.0581608013422326
-5.80039919883776,0.000321756339739315,0.00708081217088807,11.6007983976755,-0.0753142243438984
-5.56277453843123,0.000278751205005922,0.00373803563483577,11.1255490768625,-0.069112662974291
-5.70867465723767,0.000309045707066125,0.00634841074102788,11.4173493144753,-0.0553948710739517
-5.58618816995917,0.000290985783002869,0.00489689645461766,11.1723763399183,-0.0676962748328031
-5.47776365195982,0.000271666152245759,0.00350929033887404,10.9555273039196,-0.0652842639419038
-5.44239889931776,0.000275518027097636,0.00360591925417886,10.8847977986355,-0.0733477865864619
-5.78864158192024,0.000367504315117242,0.0100840845726591,11.5772831638405,-0.0408372130557974
-5.38193166419486,0.000278224068483387,0.00406274243015581,10.7638633283897,-0.0850267279079245
-5.3889444587833,0.000282833550601501,0.00456874677237717,10.7778889175666,-0.0876818225004153
-7.11637142655898,0.00150643104668847,0.133943401082255,14.232742853118,0.0638101335382947
-5.23373710691423,0.000273019219951938,0.0035462834836677,10.4674742138285,-0.0745998084621763
-5.49176926913635,0.000314136405188602,0.00697323346990508,10.9835385382727,-0.0507173743855449
-5.23575148586331,0.000275254370202566,0.00421507153887024,10.4715029717266,-0.0747499887635398
-6.22580831798966,0.000832598651658788,0.0474332151947339,12.4516166359793,0.0631027706957807
-6.0352146482879,0.000740621242908789,0.0383767140549498,12.0704292965758,0.0389814820024963
-5.11197758385609,0.0002698582289215,0.00370188059786081,10.2239551677122,-0.0667191979757269
-5.0827870402877,0.000268193133124669,0.00377239191366741,10.1655740805754,-0.0943268449813942
-4.97458174925567,0.000268965389182825,0.0033964030376783,9.94916349851135,-0.0785157703980367
-4.98740071124605,0.000268462346561545,0.00353072905871432,9.9748014224921,-0.0663066032022506
-5.04328985814578,0.000269180405862124,0.00406622386421596,10.0865797162916,-0.0807916658921487
-4.90338264954468,0.000266752640731197,0.00352742942030115,9.80676529908936,-0.0703068170723747
-4.86957644943103,0.000266332654985628,0.00340851944760434,9.73915289886206,-0.0807686020481556
-4.8617522968699,0.000262885099161849,0.00359769197081761,9.7235045937398,-0.0954111191305239
-4.86191685004776,0.000262272197381713,0.00393657076097753,9.72383370009552,-0.075791258719122
-4.74891013891008,0.000264334560361853,0.00339835414962852,9.49782027782017,-0.0804310435913033
-4.70862844629403,0.000267577791300793,0.0033577214368119,9.41725689258807,-0.0817163006355538
-4.99560751963963,0.000391656376373453,0.0110959245830209,9.99121503927927,-0.0216563609097555
-4.8278751503105,0.000293452298256936,0.00549219585351857,9.65575030062099,-0.129664749306049
-4.58350915795663,0.000260511263945191,0.00336174762617247,9.16701831591326,-0.0745543067107503
-4.57988447243726,0.000261087658579696,0.00335736021343003,9.15976894487452,-0.071429129871654
-4.58479236612918,0.000260311376225228,0.00336344582528536,9.16958473225836,-0.0734163653006575
-5.98089653416607,0.00166081553834349,0.155562511134501,11.9617930683321,0.0632104833413086
-4.54326462970543,0.000255572585595023,0.00336846531876756,9.08652925941086,-0.0749749363187866
-4.77893333375141,0.000272086037994308,0.00531600301851043,9.55786666750282,-0.0596648407509687
-4.48039039395434,0.000268338866388626,0.00383028401208385,8.96078078790869,-0.112523627890333
-4.48151621313123,0.000280641975427742,0.00459390252015979,8.96303242626247,-0.123045791790115
-4.37665368726653,0.000265062827008062,0.00329698479552309,8.75330737453305,-0.0863859206376295
-4.33063507014599,0.000265429064705744,0.00329394697190377,8.66127014029198,-0.0863681294774638
-4.30016370959448,0.000253595728055104,0.00324791169710092,8.60032741918896,-0.0781803958270388
-4.57550503956594,0.00025287467183987,0.0046377483668909,9.15101007913187,-0.0559344774408763
-4.40912855878739,0.000317642983810727,0.00655494056788086,8.81825711757478,-0.0545543248155211
-4.20100941643003,0.000264196414289529,0.00328353126114056,8.40201883286005,-0.0625906523847814
-4.33113769799369,0.000233889855641188,0.00326860433819576,8.66227539598739,-0.0714516856383192
-4.70385585115374,0.000808891824005419,0.0443903773573506,9.40771170230749,0.000338124248746622
-4.22548579732389,0.00023892785589919,0.00313670016224599,8.45097159464778,-0.071576895138972
-4.21321000375892,0.00023173136438834,0.00310640425585618,8.42642000751783,-0.0726159365673364
-4.05138782108584,0.000263016808407597,0.00326337524342257,8.10277564217168,-0.0622050292775972
-4.05993574721738,0.00026285548423937,0.0032834699448685,8.11987149443476,-0.0781738129454072
-4.31126796643574,0.00022586329834308,0.00357955441671365,8.62253593287148,-0.0424956485745829
-4.16518483079419,0.000354215247778439,0.00839454719845989,8.33036966158839,-0.0325587338338591
-4.02004217844324,0.00026463103435551,0.00347227710599274,8.04008435688649,-0.0832401141197218
-4.1269276583675,0.000235306969721005,0.0030620452964758,8.253855316735,-0.0688447549089184
-3.93775378498823,0.000262036056699354,0.00322277837407459,7.87550756997645,-0.0904797394291701
-4.14218232359912,0.000223037339976089,0.00302328368734006,8.28436464719823,-0.094456687772348
-4.37115478616423,0.00025114482592051,0.00488383149278349,8.74230957232846,-0.0194727547699332
-6.22634221093436,0.00471167203745826,0.585245711325933,12.4526844218687,0.340820406677806
-4.22445132181728,0.000809568534686477,0.0433997780775455,8.44890264363456,0.0350042471204398
-3.88724867734459,0.000228882017264076,0.0029503658747867,7.77449735468918,-0.0421364543967992
-3.7937694574093,0.000286382340770046,0.00460584241839079,7.58753891481859,-0.00420218134463239
-4.32516314214568,0.000263912289353267,0.00539392996549992,8.65032628429136,-0.0235502214224518
-3.88719082161875,0.000478725410801078,0.0157135147418863,7.7743816432375,-0.00142841826570263
-3.71406847236146,0.00025239216271767,0.00324981929574886,7.42813694472292,-0.0742646023548276
-4.27999602756163,0.000265056444452976,0.00541176674811172,8.55999205512326,-0.0122866460025414
-3.96976120179705,0.000204405352759018,0.00283588776131971,7.9395224035941,-0.0485957775177671
-3.60636040995254,0.00025762372383562,0.00330725134502341,7.21272081990508,-0.0754636287046435
-3.57516938328221,0.00025952074728309,0.00319242576833556,7.15033876656441,-0.0527216754090699
-3.78692342630617,0.000216016172610743,0.00281670841824333,7.57384685261233,-0.0477041539134463
-3.85208523364651,0.00020509514876858,0.0027350740137031,7.70417046729302,-0.0491547063981914
-3.70667155805615,0.000214239827724676,0.00281076985263162,7.4133431161123,-0.0503672875566798
-3.48099261092949,0.000257960448256322,0.00312224827281415,6.96198522185897,-0.0641819272609489
-3.87543357533789,0.000195847657508474,0.00279344809375992,7.75086715067577,-0.0306171178035849
-3.68923121343242,0.000218049928456692,0.00285877199952189,7.37846242686484,-0.0568027795117518
-4.04138855778974,0.000221364521270544,0.00379861812002957,8.08277711557947,-0.00644187020246588
-3.65702166651386,0.000205218324544931,0.00273044884156981,7.31404333302773,-0.0387100593159127
-3.71092921845169,0.000196972246229354,0.00265776314186361,7.42185843690338,-0.0265963621992477
-3.93491521313264,0.000210145867559732,0.00342138169990491,7.86983042626529,-0.0135080879939163
-3.47099001410737,0.000248836799408652,0.00334199094319576,6.94198002821474,-0.0963983151092615
-4.04736145185182,0.000245068827442702,0.00455012594241389,8.09472290370363,0.0195096162559925
-3.30633816764446,0.000259342947261635,0.0034396249980615,6.61267633528892,-0.0678424863210707
-3.5230958328795,0.00021213037068396,0.00287332648866467,7.04619166575899,-0.0512225357728045
-3.80272908019239,0.000197942074753258,0.00303096111919299,7.60545816038477,-0.0408031296903817
-3.48444256120743,0.000221216050399798,0.00301248028384293,6.96888512241487,-0.0710336500489433
-3.46476620008944,0.000226082716889097,0.00308945206147904,6.92953240017887,-0.0852393151308195
-3.41354339230408,0.000238918805840196,0.0032907454518103,6.82708678460816,-0.0802351201573937
-3.38554367007756,0.000245638949006206,0.00338700599248121,6.77108734015512,-0.0805349238680693
-3.30029673357734,0.000240527049658885,0.00343109547675002,6.60059346715468,-0.0651927914049777
-3.70465163861996,0.000196320685780993,0.0029832846914406,7.40930327723991,-0.0493580162551442
-3.92695645682667,0.000265354348215168,0.00501128407036955,7.85391291365333,-0.0263173008575815
-3.5567882870729,0.000190071066992908,0.00266390985507581,7.1135765741458,-0.0611402604778755
-3.74183648168884,0.000236563146918588,0.00403457644401239,7.48367296337767,-0.0535679433852444
-3.2190664271423,0.000232554104808265,0.00345683480109393,6.43813285428461,-0.0628906516262563
-3.39549338651477,0.000196293538617166,0.00282261757409152,6.79098677302954,-0.0327783470631942
-3.69573326300269,0.000221414464619065,0.0036232405023835,7.39146652600538,-0.056060789182192
-3.49550854648347,0.000189358038403397,0.0027569044610285,6.99101709296694,-0.0492379411918966
-3.62246066666863,0.000202568014814576,0.00313736436487488,7.24492133333726,-0.0481329174122655
-3.6606328713548,0.000211513101308128,0.00336512113785403,7.32126574270959,-0.0478854135555926
