"chain","model","parameter","z"
1,"allmonuments_nozero","scaling[45]",-2.68771830674716
1,"allmonuments_nozero","scaling[46]",-2.6606400003806
1,"allmonuments_nozero","scaling[47]",-2.60654768626478
1,"allmonuments_nozero","scaling[48]",-3.05982396661797
1,"allmonuments_nozero","scaling[49]",-2.70834180202559
1,"allmonuments_nozero","scaling[50]",-2.78859878525685
1,"allmonuments_nozero","scaling[51]",-3.27113724682613
1,"allmonuments_nozero","scaling0",-2.88361467572386
1,"allmonuments_nozero","sd0",-0.0046516751579764
1,"allmonuments_nozero","sd1",-0.0029102241681729
1,"allmonuments_nozero","sigma_pop",2.79517950667312
1,"allmonuments_nozero","size",1.938290513276
2,"allmonuments_nozero","b0",2.20151611152135
2,"allmonuments_nozero","b1",-2.57278632829794
2,"allmonuments_nozero","intercept[1]",-1.98398587769134
2,"allmonuments_nozero","intercept[2]",-1.30671776133367
2,"allmonuments_nozero","intercept[3]",-2.16204752272296
2,"allmonuments_nozero","intercept[4]",-1.77251256107094
2,"allmonuments_nozero","intercept[5]",-2.39565151752105
2,"allmonuments_nozero","intercept[6]",-1.81659083432256
2,"allmonuments_nozero","intercept[7]",-2.17057809010693
2,"allmonuments_nozero","intercept[8]",-1.95792343082741
2,"allmonuments_nozero","intercept[9]",-2.37962603235942
2,"allmonuments_nozero","intercept[10]",-2.12341694841753
2,"allmonuments_nozero","intercept[11]",-2.03433295671214
2,"allmonuments_nozero","intercept[12]",-2.1958446631765
2,"allmonuments_nozero","intercept[13]",-2.23974631122901
2,"allmonuments_nozero","intercept[14]",-1.86121711546721
2,"allmonuments_nozero","intercept[15]",-2.1242699800157
2,"allmonuments_nozero","intercept[16]",-1.7573256082611
2,"allmonuments_nozero","intercept[17]",-2.1366088770874
2,"allmonuments_nozero","intercept[18]",-2.10229544202791
2,"allmonuments_nozero","intercept[19]",-2.15521344153647
2,"allmonuments_nozero","intercept[20]",-2.00089344343002
2,"allmonuments_nozero","intercept[21]",-2.37365849878522
2,"allmonuments_nozero","intercept[22]",-1.73949863257891
2,"allmonuments_nozero","intercept[23]",-2.55957379598573
2,"allmonuments_nozero","intercept[24]",-2.30949219926996
2,"allmonuments_nozero","intercept[25]",-2.18622957783555
2,"allmonuments_nozero","intercept[26]",-2.33549218873391
2,"allmonuments_nozero","intercept[27]",-2.30414347610194
2,"allmonuments_nozero","intercept[28]",-1.93237618652194
2,"allmonuments_nozero","intercept[29]",-1.80139072612477
2,"allmonuments_nozero","intercept[30]",-1.97123083852919
2,"allmonuments_nozero","intercept[31]",-2.07720680383657
2,"allmonuments_nozero","intercept[32]",-2.38856450799168
2,"allmonuments_nozero","intercept[33]",-1.90401491676029
2,"allmonuments_nozero","intercept[34]",-2.36431920947317
2,"allmonuments_nozero","intercept[35]",-1.50433689311919
2,"allmonuments_nozero","intercept[36]",-2.55504311301456
2,"allmonuments_nozero","intercept[37]",-2.29673538629277
2,"allmonuments_nozero","intercept[38]",-2.15733582766924
2,"allmonuments_nozero","intercept[39]",-1.94879474569802
2,"allmonuments_nozero","intercept[40]",-2.21947784125705
2,"allmonuments_nozero","intercept[41]",-2.14630550113255
2,"allmonuments_nozero","intercept[42]",-1.96295574061295
2,"allmonuments_nozero","intercept[43]",-1.85330147610229
2,"allmonuments_nozero","intercept[44]",-2.21482722363815
2,"allmonuments_nozero","intercept[45]",-2.08596461772696
2,"allmonuments_nozero","intercept[46]",-1.86439722786325
2,"allmonuments_nozero","intercept[47]",-1.58842102575703
2,"allmonuments_nozero","intercept[48]",-2.27593038335008
2,"allmonuments_nozero","intercept[49]",-1.91649905155317
2,"allmonuments_nozero","intercept[50]",-1.72777713842184
2,"allmonuments_nozero","intercept[51]",-1.98898955270604
2,"allmonuments_nozero","intercept0",-2.1742132976055
2,"allmonuments_nozero","scaling[1]",2.29521674910361
2,"allmonuments_nozero","scaling[2]",1.66921408922001
2,"allmonuments_nozero","scaling[3]",2.41850746455285
2,"allmonuments_nozero","scaling[4]",2.53539312725651
2,"allmonuments_nozero","scaling[5]",2.76598814826432
2,"allmonuments_nozero","scaling[6]",1.8863681985262
2,"allmonuments_nozero","scaling[7]",2.75562828694998
2,"allmonuments_nozero","scaling[8]",2.10160966238161
2,"allmonuments_nozero","scaling[9]",2.10810228351668
2,"allmonuments_nozero","scaling[10]",2.19652795188712
2,"allmonuments_nozero","scaling[11]",2.20526156974437
