"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Japan","2020","Total","Both Sexes","Fujimi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","111859",""
"Japan","2020","Total","Both Sexes","Fujimino","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","113597",""
"Japan","2020","Total","Both Sexes","Fujinomiya","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","128105",""
"Japan","2020","Total","Both Sexes","Fujisawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","436905",""
"Japan","2020","Total","Both Sexes","Fukaya","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","141268",""
"Japan","2020","Total","Both Sexes","Fukui","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","262328",""
"Japan","2020","Total","Both Sexes","Fukuoka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","1612392",""
"Japan","2020","Total","Both Sexes","Fukushima","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","282693",""
"Japan","2020","Total","Both Sexes","Fukuyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","460930",""
"Japan","2020","Total","Both Sexes","Funabashi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","642907",""
"Japan","2020","Total","Both Sexes","Gifu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","402557",""
"Japan","2020","Total","Both Sexes","Ginowan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","100125",""
"Japan","2020","Total","Both Sexes","Habikino","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","108736",""
"Japan","2020","Total","Both Sexes","Hachinohe","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","223415",""
"Japan","2020","Total","Both Sexes","Hachioji","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","579355",""
"Japan","2020","Total","Both Sexes","Hadano","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","162439",""
"Japan","2020","Total","Both Sexes","Hakodate","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","251084",""
"Japan","2020","Total","Both Sexes","Hakusan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","110408",""
"Japan","2020","Total","Both Sexes","Hamamatsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","790718",""
"Japan","2020","Total","Both Sexes","Handa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","117884",""
"Japan","2020","Total","Both Sexes","Hatsukaichi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","114173",""
"Japan","2020","Total","Both Sexes","Higashihiroshima","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","196608",""
"Japan","2020","Total","Both Sexes","Higashikurume","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","115271",""
"Japan","2020","Total","Both Sexes","Higashimurayama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","151815",""
"Japan","2020","Total","Both Sexes","Higashiomi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","112819",""
"Japan","2020","Total","Both Sexes","Higashiosaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","493940",""
"Japan","2020","Total","Both Sexes","Hikone","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","113647",""
"Japan","2020","Total","Both Sexes","Himeji","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","530495",""
"Japan","2020","Total","Both Sexes","Hino","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","190435",""
"Japan","2020","Total","Both Sexes","Hirakata","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","397289",""
"Japan","2020","Total","Both Sexes","Hiratsuka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","258422",""
"Japan","2020","Total","Both Sexes","Hirosaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","168466",""
"Japan","2020","Total","Both Sexes","Hiroshima","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","1200754",""
"Japan","2020","Total","Both Sexes","Hitachi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","174508",""
"Japan","2020","Total","Both Sexes","Hitachinaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","156581",""
"Japan","2020","Total","Both Sexes","Hofu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","113979",""
"Japan","2020","Total","Both Sexes","Ibaraki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","287730",""
"Japan","2020","Total","Both Sexes","Ichihara","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","269524",""
"Japan","2020","Total","Both Sexes","Ichikawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","496676",""
"Japan","2020","Total","Both Sexes","Ichinomiya","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","380073",""
"Japan","2020","Total","Both Sexes","Ichinoseki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","111932",""
"Japan","2020","Total","Both Sexes","Iizuka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","126364",""
"Japan","2020","Total","Both Sexes","Ikeda","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","104993",""
"Japan","2020","Total","Both Sexes","Ikoma","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","116675",""
"Japan","2020","Total","Both Sexes","Imabari","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","151672",""
"Japan","2020","Total","Both Sexes","Inazawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","134751",""
"Japan","2020","Total","Both Sexes","Inzai","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","102609",""
"Japan","2020","Total","Both Sexes","Iruma","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","145651",""
"Japan","2020","Total","Both Sexes","Isahaya","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","133852",""
"Japan","2020","Total","Both Sexes","Ise","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","122765",""
"Japan","2020","Total","Both Sexes","Isehara","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","101780",""
"Japan","2020","Total","Both Sexes","Isesaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","211850",""
"Japan","2020","Total","Both Sexes","Ishinomaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","140151",""
"Japan","2020","Total","Both Sexes","Itami","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","198138",""
"Japan","2020","Total","Both Sexes","Iwaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","332931",""
"Japan","2020","Total","Both Sexes","Iwakuni","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","129125",""
"Japan","2020","Total","Both Sexes","Iwata","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","166672",""
"Japan","2020","Total","Both Sexes","Izumi (Osaka)","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","184495",""
"Japan","2020","Total","Both Sexes","Izumisano","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","100131",""
"Japan","2020","Total","Both Sexes","Izumo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","172775",""
"Japan","2020","Total","Both Sexes","Joetsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","188047",""
"Japan","2020","Total","Both Sexes","Kadoma","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","119764",""
"Japan","2020","Total","Both Sexes","Kagoshima","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","593128",""
"Japan","2020","Total","Both Sexes","Kakamigahara","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","144521",""
"Japan","2020","Total","Both Sexes","Kakegawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","114954",""
"Japan","2020","Total","Both Sexes","Kakogawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","260878",""
"Japan","2020","Total","Both Sexes","Kamagaya","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","109932",""
"Japan","2020","Total","Both Sexes","Kamakura","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","172710",""
"Japan","2020","Total","Both Sexes","Kanazawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","463254",""
"Japan","2020","Total","Both Sexes","Kanoya","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","101096",""
"Japan","2020","Total","Both Sexes","Karatsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","117373",""
"Japan","2020","Total","Both Sexes","Kariya","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","153834",""
"Japan","2020","Total","Both Sexes","Kashihara","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","120922",""
"Japan","2020","Total","Both Sexes","Kashiwa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","426468",""
"Japan","2020","Total","Both Sexes","Kasuga","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","111023",""
"Japan","2020","Total","Both Sexes","Kasugai","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","308681",""
"Japan","2020","Total","Both Sexes","Kasukabe","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","229792",""
"Japan","2020","Total","Both Sexes","Kawachinagano","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","101692",""
"Japan","2020","Total","Both Sexes","Kawagoe","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","354571",""
"Japan","2020","Total","Both Sexes","Kawaguchi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","594274",""
"Japan","2020","Total","Both Sexes","Kawanishi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","152321",""
"Japan","2020","Total","Both Sexes","Kawasaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","1538262",""
"Japan","2020","Total","Both Sexes","Kazo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","111623",""
"Japan","2020","Total","Both Sexes","Kirishima","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","123135",""
"Japan","2020","Total","Both Sexes","Kiryu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","106445",""
"Japan","2020","Total","Both Sexes","Kisarazu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","136166",""
"Japan","2020","Total","Both Sexes","Kishiwada","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","190658",""
"Japan","2020","Total","Both Sexes","Kitakyushu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","939029",""
"Japan","2020","Total","Both Sexes","Kitami","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","115480",""
"Japan","2020","Total","Both Sexes","Kobe","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","1525152",""
"Japan","2020","Total","Both Sexes","Kochi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","326545",""
"Japan","2020","Total","Both Sexes","Kodaira","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","198739",""
"Japan","2020","Total","Both Sexes","Kofu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","189591",""
"Japan","2020","Total","Both Sexes","Koga","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","139344",""
"Japan","2020","Total","Both Sexes","Koganei","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","126074",""
"Japan","2020","Total","Both Sexes","Kokubunji","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","129242",""
"Japan","2020","Total","Both Sexes","Komaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","148831",""
"Japan","2020","Total","Both Sexes","Komatsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","106216",""
"Japan","2020","Total","Both Sexes","Konosu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","116828",""
"Japan","2020","Total","Both Sexes","Koriyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","327692",""
"Japan","2020","Total","Both Sexes","Koshigaya","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","341621",""
"Japan","2020","Total","Both Sexes","Kuki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","150582",""
"Japan","2020","Total","Both Sexes","Kumagaya","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","194415",""
"Japan","2020","Total","Both Sexes","Kumamoto","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","738865",""
"Japan","2020","Total","Both Sexes","Kurashiki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","474592",""
"Japan","2020","Total","Both Sexes","Kure","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","214592",""
"Japan","2020","Total","Both Sexes","Kurume","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","303316",""
"Japan","2020","Total","Both Sexes","Kusatsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","143913",""
"Japan","2020","Total","Both Sexes","Kushiro","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","165077",""
"Japan","2020","Total","Both Sexes","Kuwana","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","138613",""
"Japan","2020","Total","Both Sexes","Kyoto","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","1463723",""
"Japan","2020","Total","Both Sexes","Machida","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","431079",""
"Japan","2020","Total","Both Sexes","Maebashi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","332149",""
"Japan","2020","Total","Both Sexes","Marugame","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","109513",""
"Japan","2020","Total","Both Sexes","Matsubara","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","117641",""
"Japan","2020","Total","Both Sexes","Matsudo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","498232",""
"Japan","2020","Total","Both Sexes","Matsue","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","203616",""
"Japan","2020","Total","Both Sexes","Matsumoto","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","241145",""
"Japan","2020","Total","Both Sexes","Matsusaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","159145",""
"Japan","2020","Total","Both Sexes","Matsuyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","511192",""
"Japan","2020","Total","Both Sexes","Minoh","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","136868",""
"Japan","2020","Total","Both Sexes","Misato","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","142145",""
"Japan","2020","Total","Both Sexes","Mishima","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","107783",""
"Japan","2020","Total","Both Sexes","Mitaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","195391",""
"Japan","2020","Total","Both Sexes","Mito","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","270685",""
"Japan","2020","Total","Both Sexes","Miyakonojo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","160640",""
"Japan","2020","Total","Both Sexes","Miyazaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","401339",""
"Japan","2020","Total","Both Sexes","Moriguchi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","143096",""
"Japan","2020","Total","Both Sexes","Morioka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","289731",""
"Japan","2020","Total","Both Sexes","Musashino","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","150149",""
"Japan","2020","Total","Both Sexes","Nagahama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","113636",""
"Japan","2020","Total","Both Sexes","Nagano","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","372760",""
"Japan","2020","Total","Both Sexes","Nagaoka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","266936",""
"Japan","2020","Total","Both Sexes","Nagareyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","199849",""
"Japan","2020","Total","Both Sexes","Nagasaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","409118",""
"Japan","2020","Total","Both Sexes","Nagoya","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","2332176",""
"Japan","2020","Total","Both Sexes","Naha","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","317625",""
"Japan","2020","Total","Both Sexes","Nara","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","354630",""
"Japan","2020","Total","Both Sexes","Narashino","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","176197",""
"Japan","2020","Total","Both Sexes","Narita","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","132906",""
"Japan","2020","Total","Both Sexes","Nasushiobara","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","115210",""
"Japan","2020","Total","Both Sexes","Neyagawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","229733",""
"Japan","2020","Total","Both Sexes","Niigata","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","789275",""
"Japan","2020","Total","Both Sexes","Niihama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","115938",""
"Japan","2020","Total","Both Sexes","Niiza","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","166017",""
"Japan","2020","Total","Both Sexes","Nishinomiya","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","485587",""
"Japan","2020","Total","Both Sexes","Nishio","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","169046",""
"Japan","2020","Total","Both Sexes","Nishitokyo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","207388",""
"Japan","2020","Total","Both Sexes","Nobeoka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","118394",""
"Japan","2020","Total","Both Sexes","Noda","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","152638",""
"Japan","2020","Total","Both Sexes","Numazu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","189386",""
"Japan","2020","Total","Both Sexes","Obihiro","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","166536",""
"Japan","2020","Total","Both Sexes","Odawara","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","188856",""
"Japan","2020","Total","Both Sexes","Ogaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","158286",""
"Japan","2020","Total","Both Sexes","Oita","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","475614",""
"Japan","2020","Total","Both Sexes","Okayama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","724691",""
"Japan","2020","Total","Both Sexes","Okazaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","384654",""
"Japan","2020","Total","Both Sexes","Okinawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","142752",""
"Japan","2020","Total","Both Sexes","Ome","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","133535",""
"Japan","2020","Total","Both Sexes","Omuta","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","111281",""
"Japan","2020","Total","Both Sexes","Onojo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","102085",""
"Japan","2020","Total","Both Sexes","Onomichi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","131170",""
"Japan","2020","Total","Both Sexes","Osaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","2752412",""
"Japan","2020","Total","Both Sexes","Osaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","127330",""
"Japan","2020","Total","Both Sexes","Oshu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","112937",""
"Japan","2020","Total","Both Sexes","Ota","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","223014",""
"Japan","2020","Total","Both Sexes","Otaru","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","111299",""
"Japan","2020","Total","Both Sexes","Otsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","345070",""
"Japan","2020","Total","Both Sexes","Oyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","166666",""
"Japan","2020","Total","Both Sexes","Saga","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","233301",""
"Japan","2020","Total","Both Sexes","Sagamihara","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","725493",""
"Japan","2020","Total","Both Sexes","Saijo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","104791",""
"Japan","2020","Total","Both Sexes","Saitama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","1324025",""
"Japan","2020","Total","Both Sexes","Sakado","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","100275",""
"Japan","2020","Total","Both Sexes","Sakai (Osaka)","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","826161",""
"Japan","2020","Total","Both Sexes","Sakata","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","100273",""
"Japan","2020","Total","Both Sexes","Sakura","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","168743",""
"Japan","2020","Total","Both Sexes","Sanda","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","109238",""
"Japan","2020","Total","Both Sexes","Sano","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","116228",""
"Japan","2020","Total","Both Sexes","Sapporo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","1973395",""
"Japan","2020","Total","Both Sexes","Sasebo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","243223",""
"Japan","2020","Total","Both Sexes","Sayama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","148699",""
"Japan","2020","Total","Both Sexes","Sendai","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","1096704",""
"Japan","2020","Total","Both Sexes","Seto","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","127792",""
"Japan","2020","Total","Both Sexes","Shimonoseki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","255051",""
"Japan","2020","Total","Both Sexes","Shizuoka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","693389",""
"Japan","2020","Total","Both Sexes","Shunan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","137540",""
"Japan","2020","Total","Both Sexes","Soka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","248304",""
"Japan","2020","Total","Both Sexes","Suita","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","385567",""
"Japan","2020","Total","Both Sexes","Suzuka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","195670",""
"Japan","2020","Total","Both Sexes","Tachikawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","183581",""
"Japan","2020","Total","Both Sexes","Tajimi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","106732",""
"Japan","2020","Total","Both Sexes","Takamatsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","417496",""
"Japan","2020","Total","Both Sexes","Takaoka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","166393",""
"Japan","2020","Total","Both Sexes","Takarazuka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","226432",""
"Japan","2020","Total","Both Sexes","Takasaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","372973",""
"Japan","2020","Total","Both Sexes","Takatsuki","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","352698",""
"Japan","2020","Total","Both Sexes","Tama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","146951",""
"Japan","2020","Total","Both Sexes","Tochigi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","155549",""
"Japan","2020","Total","Both Sexes","Toda","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","140899",""
"Japan","2020","Total","Both Sexes","Tokai","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","113787",""
"Japan","2020","Total","Both Sexes","Tokorozawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","342464",""
"Japan","2020","Total","Both Sexes","Tokushima","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","252391",""
"Japan","2020","Total","Both Sexes","TOKYO","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","9733276","15"
"Japan","2020","Total","Both Sexes","Tomakomai","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","170113",""
"Japan","2020","Total","Both Sexes","Tondabayashi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","108699",""
"Japan","2020","Total","Both Sexes","Toride","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","104524",""
"Japan","2020","Total","Both Sexes","Tottori","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","188465",""
"Japan","2020","Total","Both Sexes","Toyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","413938",""
"Japan","2020","Total","Both Sexes","Toyohashi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","371920",""
"Japan","2020","Total","Both Sexes","Toyokawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","184661",""
"Japan","2020","Total","Both Sexes","Toyonaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","401558",""
"Japan","2020","Total","Both Sexes","Toyota","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","422330",""
"Japan","2020","Total","Both Sexes","Tsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","274537",""
"Japan","2020","Total","Both Sexes","Tsuchiura","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","142074",""
"Japan","2020","Total","Both Sexes","Tsukuba","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","241656",""
"Japan","2020","Total","Both Sexes","Tsuruoka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","122347",""
"Japan","2020","Total","Both Sexes","Ube","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","162570",""
"Japan","2020","Total","Both Sexes","Ueda","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","154055",""
"Japan","2020","Total","Both Sexes","Uji","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","179630",""
"Japan","2020","Total","Both Sexes","Urasoe","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","115690",""
"Japan","2020","Total","Both Sexes","Urayasu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","171362",""
"Japan","2020","Total","Both Sexes","Uruma","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","125303",""
"Japan","2020","Total","Both Sexes","Utsunomiya","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","518757",""
"Japan","2020","Total","Both Sexes","Wakayama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","356729",""
"Japan","2020","Total","Both Sexes","Yachiyo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","199498",""
"Japan","2020","Total","Both Sexes","Yaizu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","136845",""
"Japan","2020","Total","Both Sexes","Yamagata","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","247590",""
"Japan","2020","Total","Both Sexes","Yamaguchi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","193966",""
"Japan","2020","Total","Both Sexes","Yamato","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","239169",""
"Japan","2020","Total","Both Sexes","Yao","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","264642",""
"Japan","2020","Total","Both Sexes","Yatsushiro","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","123067",""
"Japan","2020","Total","Both Sexes","Yokkaichi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","305424",""
"Japan","2020","Total","Both Sexes","Yokohama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","3777491",""
"Japan","2020","Total","Both Sexes","Yokosuka","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","388078",""
"Japan","2020","Total","Both Sexes","Yonago","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","147317",""
"Japan","2020","Total","Both Sexes","Zama","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","132325",""
"Kazakhstan","2020","Total","Both Sexes","Aktau","City proper","Estimate - de facto","Final figure, complete","2021","194215.5","16"
"Kazakhstan","2020","Total","Both Sexes","Aktobe","City proper","Estimate - de facto","Final figure, complete","2021","506880.5","16"
"Kazakhstan","2020","Total","Both Sexes","Almaty","City proper","Estimate - de facto","Final figure, complete","2021","1947040","16"
