"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Mexico","2020","Total","Both Sexes","Zacatecas-Guadalupe","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","399055","22"
"Mexico","2020","Total","Both Sexes","Zamora-Jacona","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","280654","22"
"Mongolia","2020","Total","Both Sexes","Orkhon","City proper","Estimate - de facto","Final figure, complete","2021","107699",""
"Mongolia","2020","Total","Both Sexes","Bayan-Olgii","City proper","Estimate - de facto","Final figure, complete","2021","109563",""
"Mongolia","2020","Total","Both Sexes","Darkhan-Uul","City proper","Estimate - de facto","Final figure, complete","2021","106963",""
"Mongolia","2020","Total","Both Sexes","Hovsgol","City proper","Estimate - de facto","Final figure, complete","2021","135400",""
"Mongolia","2020","Total","Both Sexes","Ovorhangay","City proper","Estimate - de facto","Final figure, complete","2021","116232",""
"Mongolia","2020","Total","Both Sexes","Selenge","City proper","Estimate - de facto","Final figure, complete","2021","109697",""
"Mongolia","2020","Total","Both Sexes","ULAANBAATAR","City proper","Estimate - de facto","Final figure, complete","2021","1568550",""
"New Zealand","2020","Total","Both Sexes","Auckland","City proper","Estimate - de jure","Final figure, complete","2021","1717500","23,24"
"New Zealand","2020","Total","Both Sexes","Christchurch","City proper","Estimate - de jure","Final figure, complete","2021","394700","23"
"New Zealand","2020","Total","Both Sexes","Dunedin","City proper","Estimate - de jure","Final figure, complete","2021","134100","23"
"New Zealand","2020","Total","Both Sexes","Hamilton","City proper","Estimate - de jure","Final figure, complete","2021","176500","23"
"New Zealand","2020","Total","Both Sexes","Lower Hutt","City proper","Estimate - de jure","Final figure, complete","2021","111800","23"
"New Zealand","2020","Total","Both Sexes","Napier-Hastings","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","154300","23"
"New Zealand","2020","Total","Both Sexes","Tauranga","City proper","Estimate - de jure","Final figure, complete","2021","151300","23"
"New Zealand","2020","Total","Both Sexes","WELLINGTON","City proper","Estimate - de jure","Final figure, complete","2021","216200","23"
"Oman","2020","Total","Both Sexes","Al Amrat","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","110847","25"
"Oman","2020","Total","Both Sexes","Al Buraymi","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2021","114807",""
"Oman","2020","Total","Both Sexes","Al Mudaybi","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2021","119986",""
"Oman","2020","Total","Both Sexes","Al Rustaq","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2021","129271",""
"Oman","2020","Total","Both Sexes","As Seeb","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","478517","25"
"Oman","2020","Total","Both Sexes","As Suwayq","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","175669","25"
"Oman","2020","Total","Both Sexes","Barka","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","124388","25"
"Oman","2020","Total","Both Sexes","Bawshar","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","364959","25"
"Oman","2020","Total","Both Sexes","Ibri","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2021","170083",""
"Oman","2020","Total","Both Sexes","Jaalan Bani Bu Ali","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2021","107976",""
"Oman","2020","Total","Both Sexes","Mutrah","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","230881","25"
"Oman","2020","Total","Both Sexes","Nizwa","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","104975","25"
"Oman","2020","Total","Both Sexes","Saham","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","131477","25"
"Oman","2020","Total","Both Sexes","Salalah","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","293962","25"
"Oman","2020","Total","Both Sexes","Sohar","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","219264","25"
"Oman","2020","Total","Both Sexes","Sur","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2021","118690",""
"Philippines","2020","Total","Both Sexes","Angeles","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","462928",""
"Philippines","2020","Total","Both Sexes","Antipolo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","887399",""
"Philippines","2020","Total","Both Sexes","Bacolod","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","600783",""
"Philippines","2020","Total","Both Sexes","Bacoor City","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","664625",""
"Philippines","2020","Total","Both Sexes","Bago","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","191210",""
"Philippines","2020","Total","Both Sexes","Baguio","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","366358",""
"Philippines","2020","Total","Both Sexes","Balanga","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","104173",""
"Philippines","2020","Total","Both Sexes","Batangas","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","351437",""
"Philippines","2020","Total","Both Sexes","Bayawan (Tulong)","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","122747",""
"Philippines","2020","Total","Both Sexes","Baybay","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","111848",""
"Philippines","2020","Total","Both Sexes","Biñan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","407437",""
"Philippines","2020","Total","Both Sexes","Bayugan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","109499",""
"Philippines","2020","Total","Both Sexes","Butuan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","372910",""
"Philippines","2020","Total","Both Sexes","Cabanatuan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","327325",""
"Philippines","2020","Total","Both Sexes","Cabuyao","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","355330",""
"Philippines","2020","Total","Both Sexes","Cadiz","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","158544",""
"Philippines","2020","Total","Both Sexes","Cagayan de Oro","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","728402",""
"Philippines","2020","Total","Both Sexes","Calamba","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","539671",""
"Philippines","2020","Total","Both Sexes","Calapan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","145786",""
"Philippines","2020","Total","Both Sexes","Calbayog","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","186960",""
"Philippines","2020","Total","Both Sexes","Carcar","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","136453",""
"Philippines","2020","Total","Both Sexes","Caloocan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","1661584",""
"Philippines","2020","Total","Both Sexes","Catbalogan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","106440",""
"Philippines","2020","Total","Both Sexes","Cauayan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","143403",""
"Philippines","2020","Total","Both Sexes","Cavite City","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","100674",""
"Philippines","2020","Total","Both Sexes","Cebu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","964169",""
"Philippines","2020","Total","Both Sexes","Cotabato","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","325079",""
"Philippines","2020","Total","Both Sexes","Dagupan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","174302",""
"Philippines","2020","Total","Both Sexes","Danao City","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","156321",""
"Philippines","2020","Total","Both Sexes","Dasmariñas","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","703141",""
"Philippines","2020","Total","Both Sexes","Davao","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","1776949",""
"Philippines","2020","Total","Both Sexes","Digos","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","188376",""
"Philippines","2020","Total","Both Sexes","Dipolog","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","138141",""
"Philippines","2020","Total","Both Sexes","Dumaguete","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","134103",""
"Philippines","2020","Total","Both Sexes","Gapan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","122968",""
"Philippines","2020","Total","Both Sexes","General Santos","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","697315",""
"Philippines","2020","Total","Both Sexes","General Trias","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","450583",""
"Philippines","2020","Total","Both Sexes","Gingoog","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","136698",""
"Philippines","2020","Total","Both Sexes","Guihulngan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","102656",""
"Philippines","2020","Total","Both Sexes","Himamaylan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","116240",""
"Philippines","2020","Total","Both Sexes","Ilagan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","158218",""
"Philippines","2020","Total","Both Sexes","Iligan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","363115",""
"Philippines","2020","Total","Both Sexes","Iloilo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","457626",""
"Philippines","2020","Total","Both Sexes","Imus City","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","496794",""
"Philippines","2020","Total","Both Sexes","Island Garden City of Samal","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","116771",""
"Philippines","2020","Total","Both Sexes","Iriga","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","114457",""
"Philippines","2020","Total","Both Sexes","Isabela","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","130379",""
"Philippines","2020","Total","Both Sexes","Kabankalan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","200198",""
"Philippines","2020","Total","Both Sexes","Kidapawan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","160791",""
"Philippines","2020","Total","Both Sexes","Koronadal","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","195398",""
"Philippines","2020","Total","Both Sexes","Lamitan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","100150",""
"Philippines","2020","Total","Both Sexes","Laoag","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","111651",""
"Philippines","2020","Total","Both Sexes","Lapu-Lapu","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","497604",""
"Philippines","2020","Total","Both Sexes","Las Piñas","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","606293",""
"Philippines","2020","Total","Both Sexes","Legazpi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","209533",""
"Philippines","2020","Total","Both Sexes","Ligao","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","118096",""
"Philippines","2020","Total","Both Sexes","Lipa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","372931",""
"Philippines","2020","Total","Both Sexes","Lucena City","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","278924",""
"Philippines","2020","Total","Both Sexes","Mabalacat","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","293244",""
"Philippines","2020","Total","Both Sexes","Makati","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","629616",""
"Philippines","2020","Total","Both Sexes","Malaybalay","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","190712",""
"Philippines","2020","Total","Both Sexes","Malabon","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","380522",""
"Philippines","2020","Total","Both Sexes","Malolos","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","261189",""
"Philippines","2020","Total","Both Sexes","Mandaluyong","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","425758",""
"Philippines","2020","Total","Both Sexes","Mandaue","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","364116",""
"Philippines","2020","Total","Both Sexes","MANILA","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","1846513",""
"Philippines","2020","Total","Both Sexes","Marawi","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","207010",""
"Philippines","2020","Total","Both Sexes","Marikina","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","456059",""
"Philippines","2020","Total","Both Sexes","Masbate","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","104522",""
"Philippines","2020","Total","Both Sexes","Mati","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","147547",""
"Philippines","2020","Total","Both Sexes","Meycauayan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","225673",""
"Philippines","2020","Total","Both Sexes","Muntinlupa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","543445",""
"Philippines","2020","Total","Both Sexes","Naga (Camarines Sur)","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","209170",""
"Philippines","2020","Total","Both Sexes","Naga (Cebu)","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","133184",""
"Philippines","2020","Total","Both Sexes","Navotas","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","247543",""
"Philippines","2020","Total","Both Sexes","Olongapo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","260317",""
"Philippines","2020","Total","Both Sexes","Ormoc","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","230998",""
"Philippines","2020","Total","Both Sexes","Ozamis","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","140334",""
"Philippines","2020","Total","Both Sexes","Pagadian","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","210452",""
"Philippines","2020","Total","Both Sexes","Panabo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","209230",""
"Philippines","2020","Total","Both Sexes","Paranaque","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","689992",""
"Philippines","2020","Total","Both Sexes","Pasay","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","440656",""
"Philippines","2020","Total","Both Sexes","Pasig","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","803159",""
"Philippines","2020","Total","Both Sexes","Puerto Princesa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","307079",""
"Philippines","2020","Total","Both Sexes","Quezon City","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","2960048",""
"Philippines","2020","Total","Both Sexes","Roxas","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","179292",""
"Philippines","2020","Total","Both Sexes","Sagay City","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","148894",""
"Philippines","2020","Total","Both Sexes","San Carlos (Negros Occidental)","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","132650",""
"Philippines","2020","Total","Both Sexes","San Carlos (Pangasinan)","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","205424",""
"Philippines","2020","Total","Both Sexes","San Fernando (La Union)","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","125640",""
"Philippines","2020","Total","Both Sexes","San Fernando (Pampanga)","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","354666",""
"Philippines","2020","Total","Both Sexes","San Jose City (Nueva Ecija)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","150917",""
"Philippines","2020","Total","Both Sexes","San Jose Del Monte","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","651813",""
"Philippines","2020","Total","Both Sexes","San Juan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","126347",""
"Philippines","2020","Total","Both Sexes","San Pablo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","285348",""
"Philippines","2020","Total","Both Sexes","San Pedro","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","326001",""
"Philippines","2020","Total","Both Sexes","Santa Rosa","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","414812",""
"Philippines","2020","Total","Both Sexes","Santiago","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","148580",""
"Philippines","2020","Total","Both Sexes","Santo Tomas (Batangas)","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","218500",""
"Philippines","2020","Total","Both Sexes","Silay","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","130478",""
"Philippines","2020","Total","Both Sexes","Sorsogon","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","182237",""
"Philippines","2020","Total","Both Sexes","Surigao","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","171107",""
"Philippines","2020","Total","Both Sexes","Tabaco","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","140961",""
"Philippines","2020","Total","Both Sexes","Tabuk","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","121033",""
"Philippines","2020","Total","Both Sexes","Tacloban","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","251881",""
"Philippines","2020","Total","Both Sexes","Tacurong","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","109319",""
"Philippines","2020","Total","Both Sexes","Tagbilaran","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","104976",""
"Philippines","2020","Total","Both Sexes","Taguig","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","886722",""
"Philippines","2020","Total","Both Sexes","Tagum","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","296202",""
"Philippines","2020","Total","Both Sexes","Talisay (Negros Occidental)","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","108909",""
"Philippines","2020","Total","Both Sexes","Talisay (Cebu)","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","263048",""
"Philippines","2020","Total","Both Sexes","Tanauan","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","193936",""
"Philippines","2020","Total","Both Sexes","Tarlac","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","385398",""
"Philippines","2020","Total","Both Sexes","Toledo","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","207314",""
"Philippines","2020","Total","Both Sexes","Trece Martires","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","210503",""
"Philippines","2020","Total","Both Sexes","Tuguegarao","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","166334",""
"Philippines","2020","Total","Both Sexes","Urdaneta","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","144577",""
"Philippines","2020","Total","Both Sexes","Valencia","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","216546",""
"Philippines","2020","Total","Both Sexes","Valenzuela","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","714978",""
"Philippines","2020","Total","Both Sexes","Zamboanga","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","977234",""
"Poland","2020","Total","Both Sexes","Bialystok","City proper","Estimate - de jure","Final figure, complete","2020","295092","18,26"
"Poland","2020","Total","Both Sexes","Bielsko-Biala","City proper","Estimate - de jure","Final figure, complete","2020","168499","18,26"
"Poland","2020","Total","Both Sexes","Bydgoszcz","City proper","Estimate - de jure","Final figure, complete","2020","347716","18,26"
"Poland","2020","Total","Both Sexes","Bytom","City proper","Estimate - de jure","Final figure, complete","2020","162766","18,26"
"Poland","2020","Total","Both Sexes","Chorzów","City proper","Estimate - de jure","Final figure, complete","2020","106717","18,26"
"Poland","2020","Total","Both Sexes","Czestochowa","City proper","Estimate - de jure","Final figure, complete","2020","218812","18,26"
"Poland","2020","Total","Both Sexes","Dabrowa Górnicza","City proper","Estimate - de jure","Final figure, complete","2020","118003","18,26"
"Poland","2020","Total","Both Sexes","Elblag","City proper","Estimate - de jure","Final figure, complete","2020","117164","18,26"
"Poland","2020","Total","Both Sexes","Gdansk","City proper","Estimate - de jure","Final figure, complete","2020","472094","18,26"
"Poland","2020","Total","Both Sexes","Gdynia","City proper","Estimate - de jure","Final figure, complete","2020","243124","18,26"
"Poland","2020","Total","Both Sexes","Gliwice","City proper","Estimate - de jure","Final figure, complete","2020","177056","18,26"
"Poland","2020","Total","Both Sexes","Gorzów Wielkopolski","City proper","Estimate - de jure","Final figure, complete","2020","121878","18,26"
"Poland","2020","Total","Both Sexes","Grudziadz","City proper","Estimate - de jure","Final figure, complete","2020","92420","18,26"
"Poland","2020","Total","Both Sexes","Jastrzebie-Zdrój","City proper","Estimate - de jure","Final figure, complete","2020","87448","18,26"
"Poland","2020","Total","Both Sexes","Kalisz","City proper","Estimate - de jure","Final figure, complete","2020","98777","18,26"
"Poland","2020","Total","Both Sexes","Katowice","City proper","Estimate - de jure","Final figure, complete","2020","296468","18,26"
"Poland","2020","Total","Both Sexes","Kielce","City proper","Estimate - de jure","Final figure, complete","2020","192650","18,26"
"Poland","2020","Total","Both Sexes","Koszalin","City proper","Estimate - de jure","Final figure, complete","2020","105714","18,26"
"Poland","2020","Total","Both Sexes","Kraków","City proper","Estimate - de jure","Final figure, complete","2020","777520","18,26"
"Poland","2020","Total","Both Sexes","Legnica","City proper","Estimate - de jure","Final figure, complete","2020","97647","18,26"
"Poland","2020","Total","Both Sexes","Lódz","City proper","Estimate - de jure","Final figure, complete","2020","677864","18,26"
"Poland","2020","Total","Both Sexes","Lublin","City proper","Estimate - de jure","Final figure, complete","2020","341591","18,26"
"Poland","2020","Total","Both Sexes","Olsztyn","City proper","Estimate - de jure","Final figure, complete","2020","173624","18,26"
"Poland","2020","Total","Both Sexes","Opole","City proper","Estimate - de jure","Final figure, complete","2020","127198","18,26"
"Poland","2020","Total","Both Sexes","Plock","City proper","Estimate - de jure","Final figure, complete","2020","117771","18,26"
"Poland","2020","Total","Both Sexes","Poznan","City proper","Estimate - de jure","Final figure, complete","2020","533773","18,26"
"Poland","2020","Total","Both Sexes","Radom","City proper","Estimate - de jure","Final figure, complete","2020","208587","18,26"
"Poland","2020","Total","Both Sexes","Ruda Slaska","City proper","Estimate - de jure","Final figure, complete","2020","135965","18,26"
"Poland","2020","Total","Both Sexes","Rybnik","City proper","Estimate - de jure","Final figure, complete","2020","136299","18,26"
"Poland","2020","Total","Both Sexes","Rzeszów","City proper","Estimate - de jure","Final figure, complete","2020","194775","18,26"
"Poland","2020","Total","Both Sexes","Slupsk","City proper","Estimate - de jure","Final figure, complete","2020","89277","18,26"
"Poland","2020","Total","Both Sexes","Sosnowiec","City proper","Estimate - de jure","Final figure, complete","2020","197563","18,26"
"Poland","2020","Total","Both Sexes","Szczecin","City proper","Estimate - de jure","Final figure, complete","2020","399831","18,26"
"Poland","2020","Total","Both Sexes","Tarnów","City proper","Estimate - de jure","Final figure, complete","2020","105101","18,26"
"Poland","2020","Total","Both Sexes","Torun","City proper","Estimate - de jure","Final figure, complete","2020","198628","18,26"
"Poland","2020","Total","Both Sexes","Tychy","City proper","Estimate - de jure","Final figure, complete","2020","125892","18,26"
"Poland","2020","Total","Both Sexes","Walbrzych","City proper","Estimate - de jure","Final figure, complete","2020","109252","18,26"
"Poland","2020","Total","Both Sexes","WARSZAWA","City proper","Estimate - de jure","Final figure, complete","2020","1792692","18,26"
"Poland","2020","Total","Both Sexes","Wloclawek","City proper","Estimate - de jure","Final figure, complete","2020","107796","18,26"
"Poland","2020","Total","Both Sexes","Wroclaw","City proper","Estimate - de jure","Final figure, complete","2020","642473","18,26"
"Poland","2020","Total","Both Sexes","Zabrze","City proper","Estimate - de jure","Final figure, complete","2020","169736","18,26"
"Poland","2020","Total","Both Sexes","Zielona Góra","City proper","Estimate - de jure","Final figure, complete","2020","141631","18,26"
"Portugal","2020","Total","Both Sexes","Amadora","City proper","Estimate - de jure","Final figure, complete","2021","184811.5",""
"Portugal","2020","Total","Both Sexes","LISBOA","City proper","Estimate - de jure","Final figure, complete","2021","509564.5",""
"Portugal","2020","Total","Both Sexes","Porto","City proper","Estimate - de jure","Final figure, complete","2021","216746.5",""
"Puerto Rico","2020","Total","Both Sexes","Arecibo","City proper","Census - de facto - complete tabulation","Final figure, complete","2021","87754","27"
"Puerto Rico","2020","Total","Both Sexes","Bayamón","City proper","Census - de facto - complete tabulation","Final figure, complete","2021","185187","27"
"Puerto Rico","2020","Total","Both Sexes","Caguas","City proper","Census - de facto - complete tabulation","Final figure, complete","2021","127244","27"
"Puerto Rico","2020","Total","Both Sexes","Carolina","City proper","Census - de facto - complete tabulation","Final figure, complete","2021","154815","27"
"Puerto Rico","2020","Total","Both Sexes","Guaynabo","City proper","Census - de facto - complete tabulation","Final figure, complete","2021","89780","27"
"Puerto Rico","2020","Total","Both Sexes","Ponce","City proper","Census - de facto - complete tabulation","Final figure, complete","2021","137491","27"
"Puerto Rico","2020","Total","Both Sexes","SAN JUAN","City proper","Census - de facto - complete tabulation","Final figure, complete","2021","342259","27"
"Qatar","2020","Total","Both Sexes","Al-Rayyan","City proper","Census - de facto - complete tabulation","Final figure, complete","2022","826786",""
"Qatar","2020","Total","Both Sexes","Al-Khoor","City proper","Census - de facto - complete tabulation","Final figure, complete","2022","140453",""
"Qatar","2020","Total","Both Sexes","Al-Wakrah","City proper","Census - de facto - complete tabulation","Final figure, complete","2022","265102",""
"Qatar","2020","Total","Both Sexes","DOHA","City proper","Census - de facto - complete tabulation","Final figure, complete","2022","1186023",""
"Republic of Korea","2020","Total","Both Sexes","Busan (Pusan)","City proper","Estimate - de jure","Final figure, complete","2022","3343528",""
"Republic of Korea","2020","Total","Both Sexes","Daegu (Taegu)","City proper","Estimate - de jure","Final figure, complete","2022","2419246",""
"Republic of Korea","2020","Total","Both Sexes","Daejeon (Taejon)","City proper","Estimate - de jure","Final figure, complete","2022","1500215",""
"Republic of Korea","2020","Total","Both Sexes","Gwangju (Kwangchu)","City proper","Estimate - de jure","Final figure, complete","2022","1487675",""
"Republic of Korea","2020","Total","Both Sexes","Incheon","City proper","Estimate - de jure","Final figure, complete","2022","2951030",""
"Republic of Korea","2020","Total","Both Sexes","Jeju (Cheju)","City proper","Estimate - de jure","Final figure, complete","2022","670207",""
"Republic of Korea","2020","Total","Both Sexes","Sejong","City proper","Estimate - de jure","Final figure, complete","2022","348867",""
"Republic of Korea","2020","Total","Both Sexes","SEOUL","City proper","Estimate - de jure","Final figure, complete","2022","9601693",""
"Republic of Korea","2020","Total","Both Sexes","Ulsan","City proper","Estimate - de jure","Final figure, complete","2022","1139703",""
"Romania","2020","Total","Both Sexes","BUCURESTI","City proper","Estimate - de facto","Final figure, complete","2020","1835258",""
"Serbia","2020","Total","Both Sexes","BEOGRAD (BELGRADE)","City proper","Estimate - de jure","Final figure, complete","2021","1387422","28"
"Serbia","2020","Total","Both Sexes","BEOGRAD (BELGRADE)","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","1694480","28,29"
"Serbia","2020","Total","Both Sexes","Cacak","City proper","Estimate - de jure","Final figure, complete","2021","71038","28"
"Serbia","2020","Total","Both Sexes","Cacak","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","108737","28,29"
"Serbia","2020","Total","Both Sexes","Kragujevac","City proper","Estimate - de jure","Final figure, complete","2021","148935","28"
"Serbia","2020","Total","Both Sexes","Kragujevac","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","175716","28,29"
"Serbia","2020","Total","Both Sexes","Kraljevo","City proper","Estimate - de jure","Final figure, complete","2021","64876","28"
"Serbia","2020","Total","Both Sexes","Kraljevo","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","115921","28,29"
"Serbia","2020","Total","Both Sexes","Kruševac","City proper","Estimate - de jure","Final figure, complete","2021","55897","28"
"Serbia","2020","Total","Both Sexes","Kruševac","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","119035","28,29"
"Serbia","2020","Total","Both Sexes","Leskovac","City proper","Estimate - de jure","Final figure, complete","2021","62286","28"
"Serbia","2020","Total","Both Sexes","Leskovac","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","132764","28,29"
"Serbia","2020","Total","Both Sexes","Niš","City proper","Estimate - de jure","Final figure, complete","2021","184740","28"
"Serbia","2020","Total","Both Sexes","Niš","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","254723","28,29"
"Serbia","2020","Total","Both Sexes","Novi Pazar","City proper","Estimate - de jure","Final figure, complete","2021","74667","28"
